_uid_,id,longitude,latitude,initialdate,days,year,month,air_level_1000,air_level_975,air_level_950,air_level_925,air_level_900,air_level_875,air_level_850,air_level_825,air_level_800,air_level_775,air_level_750,air_level_725,air_level_700,air_level_650,air_level_600,air_level_550,air_level_500,air_level_450,air_level_400,air_level_350,air_level_300,air_level_275,air_level_250,air_level_225,air_level_200,air_level_175,air_level_150,air_level_125,air_level_100,hgt_level_1000,hgt_level_975,hgt_level_950,hgt_level_925,hgt_level_900,hgt_level_875,hgt_level_850,hgt_level_825,hgt_level_800,hgt_level_775,hgt_level_750,hgt_level_725,hgt_level_700,hgt_level_650,hgt_level_600,hgt_level_550,hgt_level_500,hgt_level_450,hgt_level_400,hgt_level_350,hgt_level_300,hgt_level_275,hgt_level_250,hgt_level_225,hgt_level_200,hgt_level_175,hgt_level_150,hgt_level_125,hgt_level_100,omega_level_1000,omega_level_975,omega_level_950,omega_level_925,omega_level_900,omega_level_875,omega_level_850,omega_level_825,omega_level_800,omega_level_775,omega_level_750,omega_level_725,omega_level_700,omega_level_650,omega_level_600,omega_level_550,omega_level_500,omega_level_450,omega_level_400,omega_level_350,omega_level_300,omega_level_275,omega_level_250,omega_level_225,omega_level_200,omega_level_175,omega_level_150,omega_level_125,omega_level_100,shum_level_1000,shum_level_975,shum_level_950,shum_level_925,shum_level_900,shum_level_875,shum_level_850,shum_level_825,shum_level_800,shum_level_775,shum_level_750,shum_level_725,shum_level_700,shum_level_650,shum_level_600,shum_level_550,shum_level_500,shum_level_450,shum_level_400,shum_level_350,shum_level_300,shum_level_275,shum_level_250,shum_level_225,shum_level_200,shum_level_175,shum_level_150,shum_level_125,shum_level_100,tke_level_1000,tke_level_975,tke_level_950,tke_level_925,tke_level_900,tke_level_875,tke_level_850,tke_level_825,tke_level_800,tke_level_775,tke_level_750,tke_level_725,tke_level_700,tke_level_650,tke_level_600
953020.0,3135609.0,-1726218.0365282206,2893971.259945065,2004-01-03,7,2004,1,296.86962890625,294.70196533203125,292.64324951171875,291.37554931640625,290.3798828125,289.33746337890625,288.2694091796875,287.16107177734375,285.8660583496094,284.55865478515625,283.3405456542969,282.099853515625,280.6744079589844,277.40521240234375,273.38885498046875,269.85186767578125,265.5709533691406,260.94232177734375,256.5201416015625,252.42718505859375,245.7361297607422,241.25877380371094,236.25514221191406,230.2321014404297,223.07460021972656,215.69522094726562,208.64500427246094,200.0840301513672,193.35472106933594,89.04867553710938,310.9330749511719,536.0060424804688,765.8291015625,1000.7568359375,1241.2958984375,1488.4560546875,1741.5068359375,2000.6005859375,2267.61865234375,2541.4716796875,2823.1796875,3113.44921875,3721.92041015625,4368.97998046875,5063.234375,5812.40625,6626.8359375,7520.07421875,8516.34765625,9644.03515625,10264.09375,10931.54296875,11651.98828125,12434.296875,13292.4140625,14249.5859375,15342.01171875,16624.22265625,0.0737149715423584,0.06208568811416626,0.046906471252441406,-0.0009431838989257812,-0.033316612243652344,-0.04906749725341797,-0.06676197052001953,-0.07546806335449219,-0.08815193176269531,-0.09625053405761719,-0.10697364807128906,-0.11858081817626953,-0.12022686004638672,-0.11838150024414062,-0.13254070281982422,-0.1555643081665039,-0.1982107162475586,-0.23356342315673828,-0.1839122772216797,-0.14141178131103516,-0.05419158935546875,0.012805938720703125,0.023285865783691406,0.02256488800048828,0.062114715576171875,0.07841300964355469,0.051728248596191406,0.015203475952148438,0.011393189430236816,0.014300424605607986,0.014082775451242924,0.01336000021547079,0.01027000043541193,0.010110000148415565,0.010099999606609344,0.00972570851445198,0.009189999662339687,0.008679999969899654,0.008059999905526638,0.007340000011026859,0.006670000031590462,0.0060800001956522465,0.005185999907553196,0.004712999798357487,0.004232000093907118,0.003449999960139394,0.0027020000852644444,0.0017790000420063734,0.0012700000079348683,0.000770999991800636,0.0005239999736659229,0.00033229999826289713,0.00018620000628288835,8.830000297166407e-05,2.330000097572338e-05,3.860001015709713e-06,2.990000893987599e-06,2.1700009256164776e-06,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.14218318462371826,0.1999988555908203
999429.0,3251248.0,-1947872.917285191,1312410.191980907,2004-01-05,0,2004,1,297.869873046875,295.9308166503906,294.37835693359375,292.97882080078125,291.5743408203125,290.1834716796875,288.7190856933594,287.22637939453125,285.6465759277344,285.5152587890625,285.9057922363281,283.7567138671875,281.81005859375,278.1036376953125,274.48638916015625,271.84075927734375,268.0653076171875,263.34521484375,258.038330078125,251.7830352783203,244.5464324951172,241.72984313964844,236.5489959716797,230.38612365722656,223.69760131835938,215.88050842285156,208.98658752441406,201.79519653320312,192.55157470703125,83.69970703125,306.3102111816406,532.98193359375,764.243408203125,1000.76318359375,1242.8154296875,1490.31982421875,1743.18017578125,2002.0322265625,2268.767578125,2544.905029296875,2829.1162109375,3120.937744140625,3731.4013671875,4379.9013671875,5077.03125,5831.6015625,6651.60546875,7552.3359375,8550.14453125,9670.72265625,10290.33203125,10959.12890625,11680.02734375,12464.125,13323.28515625,14282.25390625,15378.80078125,16668.8046875,0.009157955646514893,-0.01667022705078125,-0.048766136169433594,-0.06624603271484375,-0.0076961517333984375,0.08085823059082031,0.15398216247558594,0.18263912200927734,0.1577920913696289,0.07549190521240234,0.013491630554199219,-0.004589080810546875,0.006945610046386719,0.047295570373535156,0.07210731506347656,0.061301231384277344,0.11803436279296875,0.1996316909790039,0.2356119155883789,0.22135639190673828,0.15516281127929688,0.09587287902832031,0.08844804763793945,0.11913686990737915,0.12051886320114136,0.10165834426879883,0.08413904905319214,0.052437007427215576,0.018683314323425293,0.016890905797481537,0.015818631276488304,0.014399999752640724,0.013302958570420742,0.012230000458657742,0.011085214093327522,0.009870986454188824,0.008550000376999378,0.007209999952465296,0.006519999820739031,0.006709999870508909,0.006560000125318766,0.0063599999994039536,0.0057680001482367516,0.003275000024586916,0.0005789999850094318,0.0007859999896027148,0.0009800000116229057,0.0009510000236332417,0.0008019999950192869,0.0007309999782592058,0.0005911000189371407,0.00037009999505244195,0.0001939000067068264,9.380000119563192e-05,4.070000068168156e-05,1.733000135573093e-05,6.880000910314266e-06,2.210000957347802e-06,0.5,0.25,0.3499999940395355,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.1922541707754135,0.19993257522583008
999518.0,3251353.0,-2007325.013258192,3014737.4002649435,2004-01-01,2,2004,1,294.3056945800781,292.4789123535156,291.1168212890625,290.309326171875,289.70025634765625,288.5606689453125,287.289306640625,285.9468994140625,284.5411071777344,283.111083984375,281.6406555175781,280.12469482421875,278.5791015625,275.4743957519531,271.95843505859375,269.2736511230469,265.6669921875,261.2428283691406,256.05145263671875,248.9155731201172,241.50283813476562,238.61761474609375,234.89646911621094,229.53924560546875,223.26214599609375,216.32159423828125,208.93629455566406,201.19668579101562,197.89256286621094,105.85919189453125,325.3031311035156,548.61279296875,777.222412109375,1011.614501953125,1252.34521484375,1498.58056640625,1750.545166015625,2009.27001953125,2274.040771484375,2546.5283203125,2826.566162109375,3115.37939453125,3719.6748046875,4362.4599609375,5054.44140625,5802.44921875,6618.0,7511.7421875,8501.14453125,9607.03515625,10218.95703125,10880.4453125,11597.65234375,12379.13671875,13239.44921875,14199.140625,15293.97265625,16591.88671875,-0.04624444246292114,-0.08659839630126953,-0.11318016052246094,-0.14023303985595703,-0.17292499542236328,-0.19370651245117188,-0.20091533660888672,-0.19309520721435547,-0.1756124496459961,-0.1485128402709961,-0.1185445785522461,-0.0848989486694336,-0.05876350402832031,-0.009664535522460938,-0.0021152496337890625,-0.06673908233642578,-0.2064990997314453,-0.36226367950439453,-0.4607076644897461,-0.2958393096923828,-0.04991340637207031,-0.01641845703125,0.02456378936767578,0.06603813171386719,0.0942525863647461,0.10633492469787598,0.09182524681091309,0.056822240352630615,0.02770012617111206,0.014232161454856396,0.012892860919237137,0.01182597130537033,0.011380000039935112,0.010879999957978725,0.010415391996502876,0.009951530955731869,0.009479999542236328,0.008980000391602516,0.008460000157356262,0.007939999923110008,0.007439999841153622,0.006910999771207571,0.0058570001274347305,0.004861999768763781,0.0043230000883340836,0.0036700000055134296,0.00292899995110929,0.0020669999066740274,0.001171999960206449,0.0005566999898292124,0.0003980000037699938,0.00022089999401941895,8.910000178730115e-05,5.1700000767596066e-05,2.0170000425423495e-05,2.6400009573990246e-06,1.996087121369783e-06,4.257136879459722e-06,0.5249999761581421,0.375,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.21456527709960938,0.1994880735874176
953163.0,3135876.0,-809178.3425177542,1882836.950985875,2004-01-06,15,2004,1,296.3526611328125,295.0022888183594,294.13116455078125,292.7547607421875,291.19287109375,289.55517578125,287.87213134765625,286.12774658203125,284.3554382324219,284.043701171875,286.10302734375,285.3424987792969,283.584716796875,280.38555908203125,276.88507080078125,274.0369873046875,269.50762939453125,263.7247314453125,257.69207763671875,252.46804809570312,245.3045654296875,240.9863739013672,235.70729064941406,229.7176055908203,223.37271118164062,216.21078491210938,208.4269561767578,200.97821044921875,192.58847045898438,97.0791015625,319.12481689453125,544.66845703125,774.989013671875,1010.5087890625,1251.330322265625,1497.405029296875,1749.146728515625,2007.02880859375,2270.89990234375,2545.3828125,2830.590576171875,3122.7783203125,3735.797607421875,4389.63671875,5091.78125,5851.640625,6675.60546875,7575.26171875,8574.2734375,9699.078125,10318.8046875,10985.15625,11703.60546875,12485.5390625,13345.68359375,14303.99609375,15396.3203125,16682.6796875,-0.038741350173950195,0.00982666015625,0.06994342803955078,0.09229660034179688,0.10965251922607422,0.1247100830078125,0.13356304168701172,0.13119029998779297,0.09569263458251953,0.0415496826171875,0.008701324462890625,0.010285377502441406,0.026025772094726562,0.04776573181152344,0.04559898376464844,0.058060646057128906,0.0775899887084961,0.08309364318847656,0.11700153350830078,0.08855247497558594,0.03793621063232422,0.03998088836669922,0.04305839538574219,0.05895709991455078,0.07577896118164062,0.059815824031829834,0.044190049171447754,0.021923422813415527,0.009094178676605225,0.015589999966323376,0.012680730782449245,0.010092438198626041,0.008899114094674587,0.007943054661154747,0.0068800002336502075,0.005710000172257423,0.004459999967366457,0.003169999923557043,0.002580000087618828,0.002730000065639615,0.0026000000070780516,0.00228899996727705,0.001588999992236495,0.0007469999836757779,0.00033400001120753586,0.0012440000427886844,0.0016370000084862113,0.0017059999518096447,0.0012229999992996454,0.0007035000016912818,0.00046370000927709043,0.0002930999908130616,0.00016650000179652125,7.320000440813601e-05,1.9270000848337077e-05,2.7800010684586596e-06,1.990001010199194e-06,1.330001055066532e-06,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20533490180969238,0.1978898048400879
999430.0,3251054.0,-2226009.9904093365,2075611.5433927935,2004-01-01,4,2004,1,294.5400695800781,293.2757873535156,291.8824462890625,290.996826171875,290.15338134765625,288.8731689453125,287.570556640625,286.4625244140625,285.2911071777344,284.001708984375,282.6094055175781,281.12469482421875,279.5947265625,276.4275207519531,272.84906005859375,270.4611511230469,267.0263671875,261.7272033691406,256.50457763671875,252.1186981201172,243.72158813476562,239.32073974609375,234.47459411621094,228.80487060546875,222.24652099609375,215.47784423828125,207.37379455566406,198.64981079101562,194.31443786621094,85.85919189453125,306.3031311035156,530.61279296875,759.722412109375,994.614501953125,1235.34521484375,1482.08056640625,1734.045166015625,1992.77001953125,2260.040771484375,2533.0283203125,2814.066162109375,3103.87939453125,3710.1748046875,4355.4599609375,5050.44140625,5802.44921875,6621.0,7515.2421875,8512.64453125,9634.03515625,10249.45703125,10911.4453125,11626.65234375,12405.13671875,13262.44921875,14216.640625,15300.47265625,16577.88671875,-0.09702569246292114,-0.17253589630126953,-0.17568016052246094,-0.15585803985595703,-0.16511249542236328,-0.19761276245117188,-0.23607158660888672,-0.25950145721435547,-0.2615499496459961,-0.2383565902709961,-0.2122945785522461,-0.1825551986694336,-0.1603260040283203,-0.14247703552246094,-0.09977149963378906,0.03091716766357422,0.1255321502685547,0.09476757049560547,-0.0778951644897461,-0.2294330596923828,-0.2725696563720703,-0.30548095703125,-0.2840299606323242,-0.2073993682861328,-0.1830911636352539,-0.19054007530212402,-0.13864350318908691,-0.033021509647369385,0.00816887617111206,0.015002161264419556,0.013782860711216927,0.012435970827937126,0.011590000241994858,0.011099999770522118,0.010725392028689384,0.010181531310081482,0.009800000116229057,0.009410000406205654,0.008940000087022781,0.00839999970048666,0.007840000092983246,0.007300000172108412,0.0063299997709691525,0.005410999990999699,0.004856999963521957,0.00394099997356534,0.002609000075608492,0.0020699999295175076,0.0016349999932572246,0.0007882000063546002,0.0005501999985426664,0.0003577999887056649,0.00019609999435488135,8.379999781027436e-05,4.034000085084699e-05,1.393000093230512e-05,4.32608703704318e-06,2.4071366624411894e-06,0.25,0.22499999403953552,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.21456527709960938,0.1994880735874176
999546.0,3251401.0,-2206962.4309306736,2550907.699440038,2004-01-07,0,2004,1,296.0439453125,293.8601989746094,292.15411376953125,290.91802978515625,289.59234619140625,288.2218322753906,286.8055114746094,285.30023193359375,283.7261962890625,282.1983337402344,283.372802734375,283.4864501953125,282.98797607421875,280.938720703125,277.548583984375,273.1563720703125,268.4463195800781,263.5599365234375,258.2481689453125,251.56802368164062,244.4401092529297,241.12867736816406,236.3188018798828,230.86109924316406,224.70883178710938,216.68765258789062,208.5350341796875,199.5836639404297,189.84060668945312,124.990478515625,347.16925048828125,571.9120483398438,800.978759765625,1034.52685546875,1274.47705078125,1520.853271484375,1771.662353515625,2029.671142578125,2293.919189453125,2565.25,2848.068359375,3139.456787109375,3752.428466796875,4407.23681640625,5109.68359375,5865.1953125,6686.1640625,7586.36328125,8584.28515625,9703.06640625,10321.671875,10988.93359375,11709.91015625,12496.6640625,13360.1484375,14319.65625,15409.74609375,16682.3515625,-0.01330423355102539,0.0006885528564453125,0.008692741394042969,0.026534080505371094,0.032889366149902344,0.030710220336914062,0.02510547637939453,0.021063804626464844,0.024656295776367188,0.043557167053222656,0.06606864929199219,0.08339214324951172,0.09213829040527344,0.0758352279663086,0.04306602478027344,0.08416557312011719,0.11212444305419922,0.07606887817382812,0.0020875930786132812,-0.05639362335205078,-0.045470237731933594,-0.025130271911621094,-0.011761665344238281,0.006974220275878906,0.026271820068359375,0.0414084792137146,0.037628114223480225,-0.007648289203643799,-0.01858055591583252,0.013785768300294876,0.013566229492425919,0.012235360220074654,0.011401467956602573,0.010610000230371952,0.009770000353455544,0.00887999963015318,0.00791999977082014,0.006909999996423721,0.005849999841302633,0.004900000058114529,0.0031300000846385956,0.0016299999551847577,0.0004030000127386302,0.00041599999531172216,0.00033099998836405575,0.00013299999409355223,0.00011700000322889537,0.00011700000322889537,7.000000186963007e-05,7.800000457791612e-05,8.38999985717237e-05,6.740000389982015e-05,3.870000000461005e-05,2.080000012938399e-05,1.0900001143454574e-05,2.2700010049447883e-06,1.1500010259624105e-06,8.700009743733972e-07,0.4000000059604645,0.625,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.17915965616703033,0.19986018538475037
999445.0,3251185.0,-2096381.6514897984,1848091.36096381,2004-01-02,2,2004,1,297.14190673828125,295.0123291015625,293.07989501953125,291.28424072265625,290.51385498046875,289.8731384277344,288.48956298828125,287.6968994140625,286.6272888183594,285.41021728515625,284.1324462890625,282.5887451171875,281.0068359375,277.9351806640625,274.52801513671875,271.4593505859375,267.6020202636719,263.24676513671875,257.4003601074219,251.7480926513672,243.53616333007812,239.67715454101562,235.00860595703125,229.693603515625,223.61651611328125,216.4906768798828,209.23292541503906,201.24160766601562,192.01934814453125,82.37391662597656,304.1283874511719,530.077392578125,760.104248046875,994.670166015625,1234.897705078125,1481.634765625,1734.390625,1994.118408203125,2261.605712890625,2535.58544921875,2818.119384765625,3108.958984375,3717.19677734375,4365.732421875,5063.1796875,5816.23828125,6635.7734375,7535.83984375,8531.75,9652.078125,10267.7734375,10930.484375,11647.89453125,12430.48828125,13291.859375,14251.98828125,15347.890625,16633.55078125,-0.11416316032409668,-0.1108255386352539,-0.0982046127319336,-0.08532238006591797,-0.09228706359863281,-0.06385231018066406,-0.0510101318359375,-0.04878807067871094,-0.0479888916015625,-0.0668182373046875,-0.07611751556396484,-0.0713949203491211,-0.06373882293701172,-0.07285881042480469,-0.04944133758544922,0.02628803253173828,0.09566307067871094,0.11389827728271484,0.10294914245605469,0.0964345932006836,0.0789947509765625,0.06400871276855469,0.044768333435058594,0.018955230712890625,-0.009037971496582031,-0.03566551208496094,-0.053048133850097656,-0.03960996866226196,-0.03274548053741455,0.015099584124982357,0.01463418547064066,0.01341945305466652,0.01154318731278181,0.008190000429749489,0.006779999937862158,0.006300884764641523,0.006000000052154064,0.005919999908655882,0.005929999984800816,0.005880000069737434,0.00558000011369586,0.005028999876230955,0.003963999915868044,0.0030670000705868006,0.002053000032901764,0.0013139999937266111,0.0009980000322684646,0.0011699999449774623,0.00048600000445730984,0.00030399998649954796,0.00020710000535473228,9.760000102687627e-05,3.6200002796249464e-05,1.0500000826141331e-05,4.760001047543483e-06,2.1500009097508155e-06,3.400001105546835e-06,1.6300009519909509e-06,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.147280752658844,0.19999389350414276
999616.0,3251804.0,-1284257.3087033683,2665524.7315901625,2004-01-09,5,2004,1,295.10003662109375,293.37347412109375,291.951416015625,290.3733215332031,288.72381591796875,287.0216064453125,285.2785339355469,283.46710205078125,281.5833740234375,282.1174011230469,285.28143310546875,284.72821044921875,283.0151062011719,279.39154052734375,275.3939208984375,272.160888671875,267.9886169433594,262.8387451171875,258.75152587890625,252.12030029296875,242.17295837402344,237.94070434570312,234.01583862304688,228.85389709472656,222.7341766357422,216.1424102783203,208.32984924316406,199.024658203125,190.92984008789062,127.2314453125,348.02728271484375,572.6444091796875,801.301025390625,1034.661376953125,1273.5791015625,1517.668212890625,1766.814697265625,2022.45166015625,2283.421875,2556.6328125,2840.809326171875,3132.574951171875,3744.017333984375,4394.34033203125,5092.296875,5846.82421875,6666.04296875,7564.984375,8567.109375,9681.8671875,10293.66015625,10952.30078125,11667.30859375,12446.34375,13305.6953125,14263.26171875,15351.6953125,16623.7265625,-0.038914620876312256,-0.015166282653808594,0.011147499084472656,0.007312774658203125,-0.011412620544433594,-0.03178691864013672,-0.048811912536621094,-0.06352806091308594,-0.07612800598144531,-0.0903158187866211,-0.0833120346069336,-0.06591224670410156,-0.04666328430175781,-0.034938812255859375,-0.03438568115234375,-0.028041839599609375,-0.041739463806152344,-0.05124092102050781,-0.052886962890625,-0.06346702575683594,-0.06810855865478516,-0.035564422607421875,0.009775161743164062,0.042321205139160156,0.04483914375305176,0.00434643030166626,-0.01862412691116333,-0.015639305114746094,-0.018287599086761475,0.014592237770557404,0.01280099805444479,0.011461956426501274,0.010219999589025974,0.00892999954521656,0.007608098443597555,0.006187780760228634,0.0047107357531785965,0.002851051278412342,0.0021800000686198473,0.0016414778074249625,0.0013963807141408324,0.0012369230389595032,0.0012369999894872308,0.001104000024497509,0.00023400000645779073,0.00024300000222865492,0.0006479999865405262,0.00021899999410379678,4.3000000005122274e-05,5.6000000768108293e-05,0.00012090000382158905,0.00014800000644754618,0.00011040000390494242,5.8900001022266224e-05,1.7660000594332814e-05,1.080000970432593e-06,3.6000010368297808e-06,1.5800010260136332e-06,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.20000000298023224,0.19128838181495667,0.19999857246875763
1034334.0,3251149.0,-2190885.880394429,1788129.3924055232,2004-01-04,12,2004,1,296.8178405761719,294.79248046875,293.0128173828125,291.289306640625,289.9964904785156,289.462646484375,288.778076171875,286.98492431640625,285.50567626953125,284.4378662109375,283.61248779296875,282.7185363769531,281.7808837890625,279.4263610839844,275.8040466308594,272.43572998046875,268.733642578125,263.0223388671875,257.13055419921875,252.11949157714844,244.1260986328125,239.62779235839844,234.3105010986328,229.03919982910156,223.14064025878906,216.08763122558594,208.7275848388672,200.94618225097656,192.72207641601562,111.07907104492188,333.1890869140625,558.716796875,788.58154296875,1023.6484375,1263.805908203125,1511.109130859375,1763.742919921875,2023.44677734375,2289.3017578125,2562.8486328125,2844.522705078125,3135.441650390625,3746.056640625,4397.10791015625,5096.4375,5852.6875,6674.3359375,7572.18359375,8568.66796875,9691.62890625,10307.76953125,10969.6796875,11684.59765625,12465.79296875,13324.48046875,14282.87890625,15377.11328125,16662.95703125,-0.03591477870941162,0.009778022766113281,0.028975486755371094,0.05212116241455078,0.07035350799560547,0.025035858154296875,-0.04161643981933594,-0.09516239166259766,-0.12206459045410156,-0.13869476318359375,-0.14482975006103516,-0.1522197723388672,-0.15942859649658203,-0.18496417999267578,-0.19327926635742188,-0.16653823852539062,-0.09448432922363281,0.0017118453979492188,0.1040201187133789,0.10127925872802734,0.03157520294189453,0.05258369445800781,0.0678720474243164,0.04402047395706177,0.026149392127990723,0.020434260368347168,0.0243607759475708,0.019691050052642822,-0.009444952011108398,0.015505092218518257,0.014634765684604645,0.01318331714719534,0.011584208346903324,0.009770000353455544,0.00853000022470951,0.008100000210106373,0.007720000110566616,0.007149999961256981,0.0060800001956522465,0.004980000201612711,0.003980000037699938,0.003120000008493662,0.0020349998958408833,0.001706999959424138,0.0012639999622479081,0.001247999956831336,0.0013729999773204327,0.0012100000167265534,0.000770999991800636,0.0005329999839887023,0.00030089999199844897,0.000149200001033023,5.199999941396527e-05,2.600000152597204e-05,1.1980000635958277e-05,3.6500009628070984e-06,3.930001184926368e-06,1.8600010207592277e-06,0.6000000238418579,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24296875298023224,0.19999942183494568
1034355.0,3251187.0,-2057502.280965656,1780439.257300132,2004-01-06,7,2004,1,296.2901611328125,294.5960388183594,294.05303955078125,293.0203857421875,291.41162109375,289.72705078125,287.98150634765625,286.25274658203125,284.5898132324219,284.153076171875,285.89990234375,285.3893737792969,283.678466796875,280.16680908203125,276.74444580078125,274.1151123046875,269.82012939453125,264.0216064453125,258.08270263671875,252.56179809570312,245.0701904296875,241.1426239013672,235.87916564941406,229.7176055908203,223.27896118164062,216.32015991210938,208.6769561767578,200.85321044921875,192.32284545898438,96.0791015625,317.12481689453125,543.16845703125,773.489013671875,1009.0087890625,1250.330322265625,1496.905029296875,1748.146728515625,2006.02880859375,2270.89990234375,2544.8828125,2829.590576171875,3122.2783203125,3735.297607421875,4388.63671875,5090.78125,5850.640625,6675.10546875,7576.26171875,8576.7734375,9701.078125,10320.3046875,10987.15625,11706.10546875,12487.5390625,13347.68359375,14306.99609375,15399.8203125,16684.6796875,-0.050460100173950195,0.00201416015625,0.06603717803955078,0.09229660034179688,0.10574626922607422,0.1051788330078125,0.10231304168701172,0.09212779998779297,0.06444263458251953,0.0454559326171875,0.036045074462890625,0.033722877502441406,0.029932022094726562,0.012609481811523438,-0.012994766235351562,-0.004439353942871094,0.011183738708496094,0.03231239318847656,0.07793903350830078,0.09245872497558594,0.06527996063232422,0.04779338836669922,0.04305839538574219,0.07458209991455078,0.09921646118164062,0.07544082403182983,0.032471299171447754,0.006298422813415527,0.009094178676605225,0.015309999696910381,0.013560730963945389,0.009902438148856163,0.008499113842844963,0.007573055103421211,0.006779999937862158,0.005909999832510948,0.0049600000493228436,0.003980000037699938,0.0030400000978261232,0.0024800000246614218,0.002199999988079071,0.002015999983996153,0.0016039999900385737,0.0006309999735094607,0.0002229999954579398,0.0011239999439567327,0.0015610000118613243,0.0015450000064447522,0.0011060000397264957,0.0007509000133723021,0.0005374000174924731,0.00033820001408457756,0.00018230000569019467,9.110000246437266e-05,3.454000034253113e-05,5.600000804406591e-06,2.43000090449641e-06,1.330001055066532e-06,0.5,0.375,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20533490180969238,0.1978898048400879
