_uid_,id,longitude,latitude,initialdate,days,year,month,air_level_1000,air_level_975,air_level_950,air_level_925,air_level_900,air_level_875,air_level_850,air_level_825,air_level_800,air_level_775,air_level_750,air_level_725,air_level_700,air_level_650,air_level_600,air_level_550,air_level_500,air_level_450,air_level_400,air_level_350,air_level_300,air_level_275,air_level_250,air_level_225,air_level_200,air_level_175,air_level_150,air_level_125,air_level_100,hgt_level_1000,hgt_level_975,hgt_level_950,hgt_level_925,hgt_level_900,hgt_level_875,hgt_level_850,hgt_level_825,hgt_level_800,hgt_level_775,hgt_level_750,hgt_level_725,hgt_level_700,hgt_level_650,hgt_level_600,hgt_level_550,hgt_level_500,hgt_level_450,hgt_level_400,hgt_level_350,hgt_level_300,hgt_level_275,hgt_level_250,hgt_level_225,hgt_level_200,hgt_level_175,hgt_level_150,hgt_level_125,hgt_level_100,omega_level_1000,omega_level_975,omega_level_950,omega_level_925,omega_level_900,omega_level_875,omega_level_850,omega_level_825,omega_level_800,omega_level_775,omega_level_750,omega_level_725,omega_level_700,omega_level_650,omega_level_600,omega_level_550,omega_level_500,omega_level_450,omega_level_400,omega_level_350,omega_level_300,omega_level_275,omega_level_250,omega_level_225,omega_level_200,omega_level_175,omega_level_150,omega_level_125,omega_level_100,tke_level_1000,tke_level_975,tke_level_950,tke_level_925,tke_level_900,tke_level_875,tke_level_850,tke_level_825,tke_level_800,tke_level_775,tke_level_750,tke_level_725,tke_level_700,tke_level_650,tke_level_600
626411.0,21044118.0,-1810402.67072757,3052513.135885389,2018-08-01,43,2018,8,297.50390625,296.01123046875,294.5498046875,292.755859375,290.688232421875,289.027587890625,287.890869140625,286.609130859375,285.0556640625,284.407470703125,284.2265625,283.44873046875,282.155029296875,278.7758483886719,275.1065979003906,270.70452880859375,265.95159912109375,260.8408203125,255.31214904785156,249.33395385742188,241.05723571777344,236.04605102539062,230.89065551757812,225.90911865234375,218.42840576171875,211.86660766601562,205.2401123046875,201.06564331054688,202.87442016601562,152.97235107421875,376.7691650390625,603.666259765625,835.043701171875,1070.998779296875,1311.02685546875,1557.9931640625,1810.515380859375,2070.189697265625,2335.651611328125,2609.718994140625,2892.4853515625,3184.311767578125,3795.885498046875,4445.9580078125,5143.51953125,5893.40234375,6707.69921875,7598.75,8586.40234375,9696.0234375,10304.26953125,10956.546875,11662.1640625,12428.171875,13269.65234375,14209.22265625,15293.3671875,16606.65234375,-0.02979564666748047,-0.03075122833251953,-0.04950237274169922,-0.06715869903564453,-0.08420181274414062,-0.1002798080444336,-0.07202720642089844,-0.018647193908691406,0.03474235534667969,0.05498218536376953,0.05315589904785156,0.03841590881347656,0.013031959533691406,-0.04099559783935547,-0.07523727416992188,-0.0716238021850586,-0.055477142333984375,-0.012539863586425781,0.036551475524902344,0.037384986877441406,0.018589019775390625,0.00135040283203125,-0.03777313232421875,-0.0675802230834961,-0.07199573516845703,-0.0662994384765625,-0.05686664581298828,-0.037924766540527344,-0.01706230640411377,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.22500000894069672,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.1518024206161499,0.1998767852783203
626990.0,21151678.0,-1555206.0884738157,2717486.160550142,2018-08-03,5,2018,8,297.641357421875,295.701171875,294.004150390625,292.144287109375,290.134765625,288.557861328125,287.59619140625,286.51171875,285.33740234375,285.072998046875,285.3427734375,283.927490234375,282.43310546875,278.68646240234375,274.46844482421875,270.43359375,265.65106201171875,261.2471923828125,255.8470001220703,248.90089416503906,240.5050506591797,235.8873748779297,230.6762237548828,224.8865509033203,219.23931884765625,212.39161682128906,206.29376220703125,203.0855255126953,205.04689025878906,145.06922912597656,368.9563293457031,595.240478515625,826.02880859375,1061.091552734375,1300.57275390625,1546.810302734375,1798.9384765625,2057.961669921875,2323.2080078125,2598.224365234375,2881.9794921875,3173.390380859375,3784.496337890625,4433.4423828125,5129.46875,5878.9453125,6693.8828125,7586.04296875,8575.28515625,9680.828125,10287.65234375,10939.453125,11642.265625,12409.29296875,13252.7109375,14196.015625,15288.5234375,16615.859375,0.07937049865722656,0.1044158935546875,0.12752723693847656,0.16392040252685547,0.21138286590576172,0.2500295639038086,0.24126148223876953,0.20380306243896484,0.15894794464111328,0.11122322082519531,0.0937204360961914,0.08515071868896484,0.07616329193115234,0.05374431610107422,0.04258441925048828,0.033858299255371094,-0.023777008056640625,-0.0846099853515625,-0.08455562591552734,-0.04827117919921875,-0.031635284423828125,-0.028654098510742188,-0.00313568115234375,0.04469585418701172,0.08549690246582031,0.08028507232666016,0.04997062683105469,0.019995927810668945,0.007570087909698486,0.675000011920929,0.42500001192092896,0.550000011920929,0.375,0.25,0.22500000894069672,0.20000000298023224,0.25,0.20000000298023224,0.25,0.25,0.25,0.25,0.1883256435394287,0.1990574598312378
690607.0,21295256.0,-620061.893214627,1491355.3948271158,2018-08-01,4,2018,8,299.12890625,297.29248046875,295.5810546875,293.646484375,291.766357421875,289.683837890625,287.593994140625,287.031005859375,285.9150390625,284.719970703125,283.4453125,282.10498046875,280.748779296875,277.9008483886719,274.9503479003906,272.01702880859375,268.04534912109375,263.2783203125,258.0777587890625,250.52145385742188,241.77598571777344,237.13980102539062,232.03128051757812,225.72161865234375,219.44403076171875,214.38223266601562,206.1151123046875,203.37814331054688,200.21817016601562,123.47235107421875,348.7691650390625,576.666259765625,808.543701171875,1044.498779296875,1286.02685546875,1532.9931640625,1785.515380859375,2045.689697265625,2312.151611328125,2586.218994140625,2867.9853515625,3158.811767578125,3767.885498046875,4416.9580078125,5116.01953125,5871.40234375,6692.69921875,7592.75,8588.90234375,9700.5234375,10310.76953125,10965.546875,11672.6640625,12439.671875,13290.15234375,14238.72265625,15328.3671875,16647.15234375,0.09911060333251953,0.13721752166748047,0.17706012725830078,0.21018505096435547,0.24392318725585938,0.2669076919555664,0.28344154357910156,0.2938528060913086,0.2964611053466797,0.28545093536376953,0.26409339904785156,0.23372840881347656,0.1927194595336914,0.09962940216064453,-0.012737274169921875,-0.0989675521850586,-0.13360214233398438,-0.13363361358642578,-0.12751102447509766,-0.0993337631225586,-0.024379730224609375,0.02478790283203125,0.05988311767578125,0.0652322769165039,0.04519176483154297,0.0079193115234375,-0.006085395812988281,-0.014487266540527344,-0.01315605640411377,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.22500000894069672,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.1518024206161499,0.1998767852783203
626976.0,21151657.0,-1929514.187767848,2879031.495886697,2018-08-03,19,2018,8,297.766357421875,295.701171875,294.129150390625,292.550537109375,290.978515625,289.573486328125,288.12744140625,286.52734375,284.94677734375,284.119873046875,284.9990234375,284.083740234375,282.54248046875,278.10833740234375,273.78094482421875,269.83984375,264.88543701171875,261.4346923828125,255.7063751220703,248.71339416503906,240.2081756591797,235.2623748779297,229.9887237548828,224.6990509033203,219.08306884765625,212.40724182128906,205.63751220703125,203.0855255126953,205.92189025878906,147.06922912597656,370.4563293457031,596.740478515625,828.02880859375,1063.591552734375,1303.57275390625,1550.810302734375,1802.9384765625,2061.961669921875,2327.2080078125,2600.724365234375,2883.9794921875,3176.390380859375,3786.496337890625,4434.4423828125,5128.96875,5876.9453125,6690.8828125,7584.04296875,8571.78515625,9676.828125,10282.65234375,10931.953125,11633.765625,12399.79296875,13243.7109375,14184.515625,15275.0234375,16605.359375,-0.022192001342773438,-0.0713653564453125,-0.12247276306152344,-0.11732959747314453,-0.08158588409423828,-0.046845436096191406,-0.004832267761230469,0.035834312438964844,0.07301044464111328,0.11122322082519531,0.1210641860961914,0.11640071868896484,0.10741329193115234,0.10452556610107422,0.11289691925048828,0.0729207992553711,0.003566741943359375,-0.0689849853515625,-0.10018062591552734,-0.08733367919921875,-0.09022903442382812,-0.08724784851074219,-0.06563568115234375,-0.02952289581298828,-0.016065597534179688,-0.021277427673339844,0.0030956268310546875,0.031714677810668945,0.019288837909698486,0.6000000238418579,0.5375000238418579,0.23749999701976776,0.20000000298023224,0.25,0.20000000298023224,0.20000000298023224,0.25,0.20000000298023224,0.25,0.25,0.25,0.25,0.1883256435394287,0.1990574598312378
626411.0,21044118.0,-1810402.67072757,3052513.135885389,2018-08-01,43,2018,8,297.50390625,296.01123046875,294.5498046875,292.755859375,290.688232421875,289.027587890625,287.890869140625,286.609130859375,285.0556640625,284.407470703125,284.2265625,283.44873046875,282.155029296875,278.7758483886719,275.1065979003906,270.70452880859375,265.95159912109375,260.8408203125,255.31214904785156,249.33395385742188,241.05723571777344,236.04605102539062,230.89065551757812,225.90911865234375,218.42840576171875,211.86660766601562,205.2401123046875,201.06564331054688,202.87442016601562,152.97235107421875,376.7691650390625,603.666259765625,835.043701171875,1070.998779296875,1311.02685546875,1557.9931640625,1810.515380859375,2070.189697265625,2335.651611328125,2609.718994140625,2892.4853515625,3184.311767578125,3795.885498046875,4445.9580078125,5143.51953125,5893.40234375,6707.69921875,7598.75,8586.40234375,9696.0234375,10304.26953125,10956.546875,11662.1640625,12428.171875,13269.65234375,14209.22265625,15293.3671875,16606.65234375,-0.02979564666748047,-0.03075122833251953,-0.04950237274169922,-0.06715869903564453,-0.08420181274414062,-0.1002798080444336,-0.07202720642089844,-0.018647193908691406,0.03474235534667969,0.05498218536376953,0.05315589904785156,0.03841590881347656,0.013031959533691406,-0.04099559783935547,-0.07523727416992188,-0.0716238021850586,-0.055477142333984375,-0.012539863586425781,0.036551475524902344,0.037384986877441406,0.018589019775390625,0.00135040283203125,-0.03777313232421875,-0.0675802230834961,-0.07199573516845703,-0.0662994384765625,-0.05686664581298828,-0.037924766540527344,-0.01706230640411377,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.22500000894069672,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.1518024206161499,0.1998767852783203
627604.0,21152876.0,-1445113.7428881135,2993696.1044783094,2018-08-01,8,2018,8,297.83203125,296.32373046875,294.6279296875,292.802734375,290.547607421875,288.652587890625,287.718994140625,286.656005859375,285.5400390625,284.938720703125,284.5390625,283.66748046875,282.326904296875,278.8695983886719,275.2003479003906,270.86077880859375,265.99847412109375,260.8876953125,255.45277404785156,249.24020385742188,241.13536071777344,236.06167602539062,230.96878051757812,225.89349365234375,218.39715576171875,212.17910766601562,205.1932373046875,200.59689331054688,202.57754516601562,150.97235107421875,375.7691650390625,602.166259765625,834.043701171875,1069.998779296875,1309.52685546875,1556.4931640625,1808.515380859375,2068.689697265625,2334.651611328125,2608.718994140625,2891.9853515625,3183.811767578125,3795.385498046875,4445.9580078125,5143.51953125,5893.90234375,6708.19921875,7599.25,8586.90234375,9697.0234375,10305.26953125,10957.046875,11663.1640625,12428.671875,13271.15234375,14211.72265625,15294.8671875,16604.65234375,-0.07276439666748047,-0.10887622833251953,-0.12372112274169922,-0.09450244903564453,-0.049045562744140625,-0.0026235580444335938,0.04125404357910156,0.059477806091308594,0.05427360534667969,0.04326343536376953,0.04143714904785156,0.03450965881347656,0.013031959533691406,-0.03708934783935547,-0.06742477416992188,-0.0677175521850586,-0.043758392333984375,-0.004727363586425781,0.040457725524902344,0.010041236877441406,-0.016567230224609375,0.00135040283203125,-0.00261688232421875,-0.012892723083496094,-0.03293323516845703,-0.0584869384765625,-0.06077289581298828,-0.041831016540527344,-0.02096855640411377,0.20000000298023224,0.20000000298023224,0.21250000596046448,0.30000001192092896,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.1518024206161499,0.1998767852783203
690481.0,21294984.0,-1552114.6977772887,2751031.697853048,2018-08-03,0,2018,8,297.594482421875,295.716796875,293.957275390625,291.784912109375,289.978515625,288.495361328125,287.78369140625,286.73046875,285.63427734375,285.354248046875,285.2177734375,283.911865234375,282.43310546875,278.57708740234375,274.31219482421875,270.32421875,265.51043701171875,261.2628173828125,255.8470001220703,248.88526916503906,240.4425506591797,235.7467498779297,230.5043487548828,224.8553009033203,219.22369384765625,212.32911682128906,206.13751220703125,203.1011505126953,205.23439025878906,145.56922912597656,369.4563293457031,595.740478515625,826.02880859375,1061.091552734375,1300.57275390625,1546.810302734375,1798.4384765625,2057.961669921875,2324.2080078125,2598.724365234375,2881.9794921875,3173.890380859375,3784.496337890625,4433.4423828125,5128.96875,5878.4453125,6693.3828125,7585.54296875,8574.78515625,9679.828125,10286.65234375,10937.953125,11640.765625,12407.29296875,13250.7109375,14193.015625,15285.0234375,16613.359375,0.07155799865722656,0.1122283935546875,0.14705848693847656,0.19517040252685547,0.24653911590576172,0.2734670639038086,0.22954273223876953,0.15302181243896484,0.08472919464111328,0.04091072082519531,0.035126686096191406,0.042181968688964844,0.048819541931152344,0.04593181610107422,0.05039691925048828,0.041670799255371094,-0.023777008056640625,-0.0807037353515625,-0.08455562591552734,-0.04827117919921875,-0.039447784423828125,-0.04037284851074219,-0.02266693115234375,0.02125835418701172,0.06205940246582031,0.06466007232666016,0.04997062683105469,0.023902177810668945,0.007570087909698486,0.7750000357627869,0.574999988079071,0.5375000238418579,0.4000000059604645,0.25,0.22500000894069672,0.20000000298023224,0.25,0.20000000298023224,0.25,0.25,0.25,0.25,0.1883256435394287,0.1990574598312378
690471.0,21294945.0,-1555324.6585666435,2771110.28412041,2018-08-02,2,2018,8,298.023681640625,296.47509765625,294.61279296875,292.818603515625,290.946533203125,289.04248046875,287.235595703125,286.52978515625,286.258544921875,285.2724609375,284.049560546875,282.733642578125,281.3544921875,278.4427490234375,274.9962463378906,271.3721008300781,267.2838134765625,262.26776123046875,255.9761962890625,249.09869384765625,241.06182861328125,236.11654663085938,231.12184143066406,224.87550354003906,218.33888244628906,211.26756286621094,204.86146545410156,202.1980438232422,203.15634155273438,145.0829620361328,369.8070068359375,596.764404296875,827.932861328125,1064.077880859375,1304.538330078125,1550.955322265625,1802.125244140625,2062.095458984375,2328.745849609375,2602.936279296875,2885.7626953125,3176.469482421875,3785.960205078125,4435.5419921875,5133.1328125,5886.37109375,6705.6328125,7600.4375,8588.48046875,9697.09375,10304.94921875,10957.578125,11661.734375,12426.5703125,13266.08203125,14203.00390625,15289.30859375,16609.3125,0.09449577331542969,0.08937358856201172,0.12111949920654297,0.1838369369506836,0.2756805419921875,0.33783817291259766,0.36614036560058594,0.32757091522216797,0.2575960159301758,0.2094707489013672,0.17812156677246094,0.16340923309326172,0.16327667236328125,0.17301559448242188,0.19437789916992188,0.21435546875,0.21135807037353516,0.19157028198242188,0.13460922241210938,0.01755523681640625,-0.031000137329101562,-0.02408885955810547,-0.021181106567382812,-0.014340400695800781,0.0036296844482421875,0.04902172088623047,0.058992207050323486,0.023710668087005615,0.010223090648651123,0.42500001192092896,0.4000000059604645,0.375,0.3499999940395355,0.2750000059604645,0.22500000894069672,0.20000000298023224,0.20000000298023224,0.25,0.25,0.25,0.25,0.25,0.18227916955947876,0.19988536834716797
690812.0,21295620.0,-531707.021204795,1924107.5916815407,2018-08-06,4,2018,8,298.8232421875,297.15966796875,295.3828125,293.65869140625,291.833251953125,290.107666015625,288.153564453125,287.134521484375,285.968505859375,284.715087890625,283.511474609375,282.390625,281.20263671875,278.465576171875,275.62603759765625,273.12603759765625,271.75115966796875,267.92327880859375,260.52734375,252.44297790527344,243.40406799316406,238.03358459472656,232.65261840820312,226.87828063964844,221.42616271972656,215.33993530273438,206.26470947265625,200.1224365234375,198.62847900390625,93.62767028808594,317.93206787109375,545.21923828125,777.4140625,1014.125,1256.4208984375,1504.108642578125,1756.606201171875,2016.005126953125,2283.3955078125,2557.18798828125,2839.114501953125,3130.307861328125,3740.517578125,4390.8759765625,5091.68359375,5852.93359375,6688.390625,7600.95703125,8604.046875,9724.71484375,10337.90234375,10995.171875,11704.3125,12477.7578125,13333.734375,14285.29296875,15367.625,16664.296875,-0.14583873748779297,-0.19754695892333984,-0.20456504821777344,-0.16608142852783203,-0.10490989685058594,-0.03747844696044922,0.0137939453125,0.040093421936035156,0.07540035247802734,0.10616302490234375,0.11810493469238281,0.11501407623291016,0.10054683685302734,0.06319046020507812,-0.0006866455078125,-0.053340911865234375,-0.05187511444091797,0.017996788024902344,0.08442878723144531,0.08935832977294922,0.054083824157714844,0.042649269104003906,0.007928848266601562,-0.03394794464111328,-0.09045219421386719,-0.1095266342163086,-0.0791168212890625,-0.05417972803115845,-0.03752094507217407,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.25,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.20000000298023224,0.25,0.25,0.15471124649047852,0.19967395067214966
690414.0,21294807.0,-2166933.934531376,2300074.579417244,2018-08-01,0,2018,8,296.81640625,294.76123046875,293.0341796875,292.224609375,291.110107421875,289.824462890625,288.531494140625,287.265380859375,286.0400390625,284.782470703125,283.4296875,281.97998046875,280.467529296875,277.5727233886719,275.6065979003906,273.20452880859375,269.04534912109375,262.6689453125,256.2965087890625,249.61520385742188,240.65098571777344,235.35855102539062,231.37503051757812,226.17474365234375,219.97528076171875,212.53848266601562,207.3651123046875,200.87814331054688,201.56192016601562,138.97235107421875,361.7691650390625,587.166259765625,817.543701171875,1052.998779296875,1293.52685546875,1540.9931640625,1793.515380859375,2054.189697265625,2320.651611328125,2594.718994140625,2876.9853515625,3167.311767578125,3775.385498046875,4425.4580078125,5128.01953125,5886.40234375,6708.19921875,7602.75,8593.90234375,9702.0234375,10308.26953125,10959.546875,11666.6640625,12436.671875,13281.15234375,14229.72265625,15319.3671875,16625.65234375,0.02489185333251953,0.08643627166748047,0.14190387725830078,0.17893505096435547,0.20486068725585938,0.2200326919555664,0.23266029357910156,0.2430715560913086,0.2495861053466797,0.24638843536376953,0.24065589904785156,0.22982215881347656,0.2161569595336914,0.16994190216064453,0.11226272583007812,0.0885324478149414,0.10858535766601562,0.17105388641357422,0.11077022552490234,0.0764474868774414,0.057651519775390625,0.01306915283203125,-0.02996063232421875,-0.044142723083496094,0.0022230148315429688,0.0469818115234375,0.01735210418701172,-0.045737266540527344,-0.06393730640411377,0.574999988079071,0.22500000894069672,0.20000000298023224,0.20000000298023224,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.1518024206161499,0.1998767852783203
