_uid_,id,longitude,latitude,initialdate,days,year,month,air_level_1000,air_level_975,air_level_950,air_level_925,air_level_900,air_level_875,air_level_850,air_level_825,air_level_800,air_level_775,air_level_750,air_level_725,air_level_700,air_level_650,air_level_600,air_level_550,air_level_500,air_level_450,air_level_400,air_level_350,air_level_300,air_level_275,air_level_250,air_level_225,air_level_200,air_level_175,air_level_150,air_level_125,air_level_100,hgt_level_1000,hgt_level_975,hgt_level_950,hgt_level_925,hgt_level_900,hgt_level_875,hgt_level_850,hgt_level_825,hgt_level_800,hgt_level_775,hgt_level_750,hgt_level_725,hgt_level_700,hgt_level_650,hgt_level_600,hgt_level_550,hgt_level_500,hgt_level_450,hgt_level_400,hgt_level_350,hgt_level_300,hgt_level_275,hgt_level_250,hgt_level_225,hgt_level_200,hgt_level_175,hgt_level_150,hgt_level_125,hgt_level_100,tke_level_1000,tke_level_975,tke_level_950,tke_level_925,tke_level_900,tke_level_875,tke_level_850,tke_level_825,tke_level_800,tke_level_775,tke_level_750,tke_level_725,tke_level_700,tke_level_650,tke_level_600,vwnd_level_1000,vwnd_level_975,vwnd_level_950,vwnd_level_925,vwnd_level_900,vwnd_level_875,vwnd_level_850,vwnd_level_825,vwnd_level_800,vwnd_level_775,vwnd_level_750,vwnd_level_725,vwnd_level_700,vwnd_level_650,vwnd_level_600,vwnd_level_550,vwnd_level_500,vwnd_level_450,vwnd_level_400,vwnd_level_350,vwnd_level_300,vwnd_level_275,vwnd_level_250,vwnd_level_225,vwnd_level_200,vwnd_level_175,vwnd_level_150,vwnd_level_125,vwnd_level_100
845083.0,15618245.0,-1601854.2581540826,2832288.8616962763,2013-09-06,17,2013,9,297.15673828125,295.05322265625,293.19384765625,291.7099609375,290.112060546875,288.447998046875,286.74267578125,285.026123046875,284.037109375,283.0283203125,282.479248046875,281.77587890625,280.9859619140625,279.3861083984375,276.608154296875,273.2962951660156,269.1307373046875,263.6117248535156,257.01495361328125,249.05238342285156,240.3662872314453,235.45152282714844,230.98040771484375,226.12767028808594,220.53411865234375,215.0028076171875,206.15089416503906,199.98680114746094,200.57022094726562,166.56227111816406,389.54864501953125,615.222412109375,845.172119140625,1079.880859375,1320.30712890625,1565.290283203125,1816.034912109375,2073.45654296875,2337.64697265625,2610.2021484375,2890.764892578125,3180.807861328125,3789.962646484375,4442.259765625,5142.6875,5901.0625,6723.1015625,7621.765625,8611.7578125,9717.35546875,10323.48828125,10974.03125,11680.0625,12450.38671875,13304.3828125,14253.1015625,15337.0234375,16638.37109375,0.4000000059604645,0.42500001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.13587504625320435,0.199859619140625,-2.4956064224243164,-2.5610809326171875,-2.505889892578125,-2.2393646240234375,-1.8126373291015625,-0.7265167236328125,0.47021484375,1.2132568359375,0.7457275390625,0.5081806182861328,1.5667877197265625,2.2672882080078125,2.589141845703125,3.0023345947265625,0.4717864990234375,-0.718536376953125,-0.6444854736328125,0.4650421142578125,0.625,-0.04022216796875,1.92156982421875,3.0635223388671875,4.43316650390625,5.2169036865234375,3.878997802734375,-4.8778839111328125,-6.8714447021484375,4.15325927734375,4.94580078125
845083.0,15618245.0,-1601854.2581540826,2832288.8616962763,2013-09-14,17,2013,9,297.316650390625,295.166015625,293.35595703125,291.631591796875,289.5283203125,288.278076171875,287.315185546875,286.009521484375,284.59368896484375,283.4696044921875,282.77825927734375,282.22918701171875,281.21319580078125,279.42559814453125,276.7089538574219,273.1319580078125,268.9309387207031,263.55950927734375,256.6749267578125,248.8738555908203,239.88063049316406,235.85018920898438,230.56809997558594,226.25082397460938,221.0244598388672,214.0354461669922,206.65908813476562,201.5574951171875,200.76683044433594,116.686767578125,339.2242431640625,565.70361328125,795.138427734375,1030.218994140625,1269.747802734375,1516.100830078125,1767.491455078125,2026.664794921875,2291.580810546875,2564.54052734375,2846.349853515625,3136.956298828125,3747.191650390625,4400.103515625,5101.31640625,5858.48046875,6680.91796875,7578.8671875,8568.2578125,9671.36328125,10277.8984375,10929.56640625,11633.9296875,12406.8203125,13257.7734375,14206.99609375,15295.15234375,16604.7265625,0.5,0.26249998807907104,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.20000000298023224,0.25,0.20000000298023224,0.25,0.25,0.12908276915550232,0.19991692900657654,0.6487884521484375,0.606170654296875,0.708038330078125,0.720916748046875,0.6740570068359375,0.3703460693359375,0.1286773681640625,-0.3579559326171875,-1.251434326171875,-2.47235107421875,-3.5185546875,-3.436767578125,-2.8111419677734375,-1.3003387451171875,-1.5970458984375,-1.390289306640625,-0.2651519775390625,0.617279052734375,0.110443115234375,-0.5122222900390625,1.44647216796875,1.8397674560546875,0.9552459716796875,2.0064697265625,4.3364105224609375,4.846466064453125,1.6018524169921875,0.864501953125,2.7102813720703125
845272.0,15618493.0,-1052788.245027157,2450970.437496617,2013-09-19,6,2013,9,297.2783203125,295.55517578125,293.841552734375,291.964599609375,289.8857421875,288.21044921875,287.09619140625,285.98681640625,284.7841796875,283.4951171875,282.09600830078125,280.62054443359375,279.1456604003906,276.3963317871094,275.0787353515625,273.717529296875,269.833740234375,264.0818176269531,257.19708251953125,249.4991912841797,239.40147399902344,234.24806213378906,230.98069763183594,226.8548583984375,222.22633361816406,214.3132781982422,207.53538513183594,203.4390106201172,202.73619079589844,126.07455444335938,349.1968688964844,575.5518188476562,806.0634765625,1040.3662109375,1280.587890625,1526.71044921875,1778.361572265625,2037.538818359375,2302.739990234375,2575.476318359375,2856.233154296875,3144.86669921875,3750.821044921875,4397.755859375,5099.80078125,5860.24609375,6685.078125,7584.4375,8576.3984375,9680.953125,10284.57421875,10933.08984375,11639.93359375,12416.74609375,13269.7109375,14221.5,15316.9765625,16639.94921875,0.25,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.20000000298023224,0.21788540482521057,0.19999627768993378,-0.5464935302734375,-0.2079010009765625,0.1387939453125,0.37274169921875,0.324310302734375,0.7615203857421875,1.417083740234375,2.03863525390625,2.5796051025390625,3.1455535888671875,3.6973114013671875,4.0833587646484375,4.355804443359375,4.8251953125,5.7346343994140625,6.0565643310546875,4.2706298828125,3.5041656494140625,4.26385498046875,6.3231353759765625,8.985427856445312,10.257553100585938,10.430084228515625,9.68695068359375,10.683303833007812,12.212371826171875,14.5206298828125,13.883087158203125,9.735443115234375
845269.0,15618489.0,-1004923.278927234,2492705.680439374,2013-09-14,6,2013,9,296.972900390625,294.791015625,292.76220703125,290.897216796875,289.4814453125,287.934326171875,286.502685546875,285.759521484375,285.32806396484375,284.1414794921875,283.18450927734375,282.05731201171875,280.82257080078125,278.81622314453125,276.8183288574219,274.3975830078125,270.1965637207031,264.88763427734375,257.6124267578125,249.8738555908203,240.72438049316406,235.38143920898438,230.44309997558594,226.51644897460938,221.7588348388672,214.0823211669922,207.15908813476562,201.7449951171875,200.70433044433594,112.686767578125,334.7242431640625,559.70361328125,790.138427734375,1024.218994140625,1263.747802734375,1509.100830078125,1759.491455078125,2018.664794921875,2284.080810546875,2557.04052734375,2838.349853515625,3128.956298828125,3737.191650390625,4389.103515625,5092.31640625,5853.48046875,6679.41796875,7581.3671875,8574.2578125,9682.86328125,10289.3984375,10939.56640625,11643.9296875,12419.3203125,13271.2734375,14221.99609375,15312.15234375,16621.7265625,0.7124999761581421,0.862500011920929,0.42500001192092896,0.25,0.25,0.20000000298023224,0.25,0.25,0.20000000298023224,0.25,0.20000000298023224,0.25,0.25,0.12908276915550232,0.19991692900657654,-3.2262115478515625,-3.112579345703125,-2.479461669921875,-1.685333251953125,-0.0446929931640625,-0.0515289306640625,-0.9181976318359375,-2.5454559326171875,-2.532684326171875,-1.76922607421875,-0.8310546875,-0.718017578125,-1.4361419677734375,-3.9565887451171875,-4.5814208984375,-2.484039306640625,-1.7807769775390625,-0.413970947265625,-1.436431884765625,-3.5434722900390625,-0.88165283203125,1.0897674560546875,2.2989959716796875,5.6158447265625,2.0082855224609375,1.549591064453125,0.6331024169921875,-0.416748046875,3.0696563720703125
845195.0,15618342.0,-1305376.1134673413,2250888.2644278468,2013-09-16,10,2013,9,296.831787109375,295.087646484375,293.42578125,291.762939453125,290.132568359375,288.718505859375,287.177734375,285.49267578125,283.5909118652344,282.8149719238281,282.15118408203125,281.1500549316406,279.8689880371094,276.813232421875,274.1797790527344,271.94525146484375,269.8839111328125,265.4720458984375,258.7948303222656,250.89463806152344,241.73001098632812,237.0569610595703,232.03529357910156,227.4275665283203,222.4642791748047,215.4473876953125,206.9313507080078,200.59767150878906,199.70553588867188,108.8212890625,331.12445068359375,556.6571655273438,787.218017578125,1022.43310546875,1263.102294921875,1509.11279296875,1760.967529296875,2019.271240234375,2283.260498046875,2555.6943359375,2836.78662109375,3125.926513671875,3732.254150390625,4378.82421875,5077.59765625,5833.16796875,6661.0234375,7565.91015625,8562.859375,9675.5078125,10285.546875,10940.46875,11649.2890625,12426.484375,13283.6953125,14236.7734375,15323.04296875,16624.28515625,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.20000000298023224,0.25,0.15748882293701172,0.19998684525489807,0.0701141357421875,-0.0442657470703125,-0.266876220703125,-0.64599609375,-0.926116943359375,-1.7335052490234375,-2.83282470703125,-3.3121795654296875,-3.4552764892578125,-3.315521240234375,-3.2477569580078125,-3.753936767578125,-4.4416961669921875,-4.507904052734375,-0.56317138671875,1.9707183837890625,-1.5804901123046875,-3.448883056640625,-4.7071075439453125,-1.3679656982421875,0.1174163818359375,-2.9731292724609375,-2.267242431640625,-4.4542388916015625,-3.3116912841796875,-2.3558197021484375,-4.5320892333984375,-8.567459106445312,1.53411865234375
845258.0,15618466.0,-1705052.4587767124,3074949.677660794,2013-09-04,12,2013,9,297.42138671875,295.52294921875,294.018310546875,292.57275390625,291.113037109375,289.84716796875,288.572021484375,287.272705078125,286.01123046875,284.837646484375,283.64697265625,282.21893310546875,280.8837890625,279.6749267578125,277.072509765625,274.05810546875,269.9075927734375,264.7117919921875,258.1460876464844,250.24139404296875,241.2419891357422,236.4576873779297,231.47251892089844,225.81166076660156,220.30032348632812,214.01116943359375,205.5751953125,199.8948211669922,199.87918090820312,141.5286407470703,364.94964599609375,591.49462890625,822.468994140625,1058.777099609375,1299.57275390625,1547.4931640625,1800.154052734375,2060.68505859375,2327.37744140625,2601.74267578125,2883.709716796875,3174.5419921875,3784.775634765625,4437.7607421875,5140.86328125,5900.90625,6726.66796875,7629.03515625,8623.9140625,9733.7734375,10342.62890625,10995.9453125,11701.8359375,12471.5234375,13322.078125,14267.68359375,15349.81640625,16649.12890625,0.550000011920929,0.25,0.20000000298023224,0.25,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.25,0.25,0.25,0.1398226022720337,0.19993248581886292,-4.575225830078125,-5.0548095703125,-5.597808837890625,-6.0949249267578125,-6.6335296630859375,-6.6118011474609375,-6.3343048095703125,-5.858001708984375,-5.199462890625,-4.6184844970703125,-4.253204345703125,-4.005523681640625,-3.4443511962890625,-5.9605865478515625,-7.0555572509765625,-4.9346771240234375,-3.0124969482421875,-1.063629150390625,0.056243896484375,-0.6910247802734375,0.0999298095703125,1.4350738525390625,1.3025665283203125,-1.540924072265625,-6.4290313720703125,-7.9245758056640625,-9.273269653320312,-5.0773162841796875,1.258026123046875
845195.0,15618342.0,-1305376.1134673413,2250888.2644278468,2013-09-17,10,2013,9,297.220458984375,295.008544921875,292.797119140625,291.01220703125,289.70458984375,288.32830810546875,286.9404296875,285.374755859375,283.7091369628906,282.9981689453125,281.47509765625,280.82366943359375,280.57318115234375,278.9078369140625,276.324951171875,272.9493408203125,269.26495361328125,264.33343505859375,258.17681884765625,250.75804138183594,241.03546142578125,235.46653747558594,230.1383514404297,227.202880859375,220.1156005859375,213.13270568847656,208.1461944580078,203.4007110595703,201.72695922851562,142.36155700683594,365.373779296875,590.58984375,820.341552734375,1055.215087890625,1293.95068359375,1539.91015625,1790.693359375,2048.745361328125,2313.181640625,2585.41845703125,2865.270751953125,3154.73583984375,3763.61083984375,4414.853515625,5116.04296875,5873.1171875,6697.296875,7598.76953125,8595.37890625,9706.8125,10313.421875,10963.421875,11669.96875,12441.89453125,13287.53515625,14238.44921875,15336.5859375,16656.8125,0.7250000238418579,0.7250000238418579,0.25,0.25,0.25,0.20000000298023224,0.25,0.20000000298023224,0.25,0.20000000298023224,0.20000000298023224,0.25,0.25,0.2059788703918457,0.19991092383861542,-4.4218902587890625,-4.5218963623046875,-4.5009765625,-4.475311279296875,-5.1707305908203125,-6.6699676513671875,-6.244140625,-5.2710113525390625,-4.015380859375,-2.107666015625,-0.96832275390625,-2.1548309326171875,-3.60968017578125,-3.542510986328125,-2.7148284912109375,-2.3998565673828125,-1.090057373046875,-2.2705841064453125,-4.5584716796875,-5.2805328369140625,-1.4235992431640625,0.2487335205078125,2.4891357421875,1.878143310546875,1.6309661865234375,-0.2482147216796875,-0.9990081787109375,-1.0091094970703125,-1.22955322265625
845258.0,15618466.0,-1705052.4587767124,3074949.677660794,2013-09-14,12,2013,9,297.160400390625,295.462890625,293.73095703125,292.053466796875,290.4189453125,288.918701171875,287.502685546875,286.228271484375,285.03118896484375,284.0321044921875,283.34075927734375,282.61981201171875,281.33819580078125,279.47247314453125,277.0058288574219,272.0850830078125,267.6809387207031,262.48138427734375,255.92491149902344,248.1082305908203,239.38063049316406,235.92831420898438,230.78684997558594,226.01644897460938,220.0244598388672,212.6448211669922,207.01846313476562,202.0887451171875,201.56370544433594,115.186767578125,337.7242431640625,563.70361328125,794.638427734375,1030.218994140625,1271.247802734375,1518.100830078125,1770.491455078125,2029.664794921875,2295.580810546875,2569.54052734375,2851.849853515625,3143.456298828125,3754.191650390625,4408.103515625,5108.31640625,5861.98046875,6680.91796875,7575.3671875,8562.2578125,9661.86328125,10267.3984375,10920.06640625,11624.4296875,12395.3203125,13240.2734375,14186.99609375,15278.65234375,16592.2265625,0.21250000596046448,0.20000000298023224,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.20000000298023224,0.25,0.20000000298023224,0.25,0.25,0.12908276915550232,0.19991692900657654,-1.3043365478515625,-1.409454345703125,-1.026336669921875,0.064666748046875,0.5178070068359375,0.6359710693359375,0.3630523681640625,-0.0923309326171875,-0.751434326171875,-1.69110107421875,-2.2998046875,-2.280517578125,-2.0923919677734375,-1.1909637451171875,-1.5189208984375,-1.484039306640625,0.3285980224609375,1.648529052734375,1.032318115234375,1.4096527099609375,2.10272216796875,3.0428924560546875,3.7989959716796875,3.2720947265625,6.0707855224609375,7.690216064453125,3.0549774169921875,0.958251953125,2.1009063720703125
845079.0,15618318.0,-1659644.956177797,2540017.106978741,2013-09-07,0,2013,9,296.3349609375,294.56884765625,293.109130859375,291.75146484375,290.469970703125,289.073974609375,287.492919921875,286.146240234375,284.849609375,283.686279296875,282.5876159667969,281.82666015625,281.0676574707031,278.7136535644531,275.85174560546875,273.02227783203125,269.3250732421875,263.54833984375,256.49114990234375,249.1822052001953,240.7574462890625,236.2071533203125,231.25209045410156,225.95069885253906,220.41302490234375,214.395263671875,206.53182983398438,201.30039978027344,201.2776641845703,158.11965942382812,380.62261962890625,605.666259765625,836.32958984375,1071.339599609375,1311.3876953125,1558.0322265625,1809.869873046875,2069.32666015625,2334.371337890625,2607.2744140625,2888.566162109375,3178.771240234375,3788.913818359375,4439.85888671875,5140.30859375,5898.47265625,6721.51953125,7619.01171875,8608.22265625,9714.453125,10322.10546875,10974.8671875,11680.984375,12450.84765625,13302.5703125,14250.9453125,15338.97265625,16648.4375,0.2750000059604645,0.20000000298023224,0.20000000298023224,0.25,0.25,0.20000000298023224,0.20000000298023224,0.25,0.25,0.25,0.25,0.25,0.25,0.1300879716873169,0.19985809922218323,2.88494873046875,2.5103302001953125,2.2534637451171875,2.3248138427734375,1.3419189453125,0.1988525390625,-0.8622283935546875,-1.7404022216796875,-2.1464996337890625,-2.09759521484375,-1.8405303955078125,-1.7065582275390625,-2.0522613525390625,-3.6448211669921875,-4.299896240234375,-4.011871337890625,-2.1264801025390625,-1.0045318603515625,-0.494537353515625,0.370208740234375,3.2998809814453125,5.333282470703125,5.6416473388671875,4.24359130859375,1.9777679443359375,1.715972900390625,4.607177734375,2.404876708984375,2.0192413330078125
845137.0,15618331.0,-2176670.746077258,2588654.9983533653,2013-09-17,0,2013,9,297.079833984375,294.914794921875,292.734619140625,291.10595703125,289.79833984375,288.42205810546875,286.9716796875,285.452880859375,283.8966369628906,282.2950439453125,280.70947265625,282.63616943359375,281.87005615234375,279.7203369140625,277.059326171875,274.1524658203125,269.82745361328125,264.22406005859375,257.11431884765625,249.38304138183594,239.86358642578125,234.46653747558594,231.6696014404297,225.984130859375,218.7562255859375,212.55458068847656,207.6461944580078,204.4944610595703,202.02383422851562,153.86155700683594,376.373779296875,601.58984375,831.341552734375,1065.715087890625,1304.95068359375,1550.91015625,1801.693359375,2059.745361328125,2323.681640625,2594.91845703125,2874.270751953125,3165.73583984375,3776.11083984375,4428.853515625,5132.04296875,5892.6171875,6717.296875,7616.76953125,8608.37890625,9713.3125,10317.921875,10967.421875,11675.96875,12441.89453125,13284.53515625,14231.94921875,15331.5859375,16658.8125,0.75,0.6000000238418579,0.375,0.25,0.25,0.20000000298023224,0.25,0.20000000298023224,0.25,0.20000000298023224,0.20000000298023224,0.25,0.25,0.2059788703918457,0.19991092383861542,-3.8125152587890625,-3.9906463623046875,-4.1416015625,-4.037811279296875,-3.2176055908203125,-3.0293426513671875,-2.572265625,-2.0678863525390625,-1.562255859375,-1.170166015625,-0.74957275390625,-0.9204559326171875,-1.45343017578125,-2.651885986328125,-3.2773284912109375,-2.8842315673828125,-2.246307373046875,-0.6768341064453125,0.1759033203125,1.6569671630859375,3.4357757568359375,3.5299835205078125,2.8172607421875,4.550018310546875,4.2872161865234375,0.2361602783203125,-1.0302581787109375,-0.2747344970703125,1.31732177734375
