_uid_,id,longitude,latitude,initialdate,days,year,month,air_level_1000,air_level_975,air_level_950,air_level_925,air_level_900,air_level_875,air_level_850,air_level_825,air_level_800,air_level_775,air_level_750,air_level_725,air_level_700,air_level_650,air_level_600,air_level_550,air_level_500,air_level_450,air_level_400,air_level_350,air_level_300,air_level_275,air_level_250,air_level_225,air_level_200,air_level_175,air_level_150,air_level_125,air_level_100,hgt_level_1000,hgt_level_975,hgt_level_950,hgt_level_925,hgt_level_900,hgt_level_875,hgt_level_850,hgt_level_825,hgt_level_800,hgt_level_775,hgt_level_750,hgt_level_725,hgt_level_700,hgt_level_650,hgt_level_600,hgt_level_550,hgt_level_500,hgt_level_450,hgt_level_400,hgt_level_350,hgt_level_300,hgt_level_275,hgt_level_250,hgt_level_225,hgt_level_200,hgt_level_175,hgt_level_150,hgt_level_125,hgt_level_100,omega_level_1000,omega_level_975,omega_level_950,omega_level_925,omega_level_900,omega_level_875,omega_level_850,omega_level_825,omega_level_800,omega_level_775,omega_level_750,omega_level_725,omega_level_700,omega_level_650,omega_level_600,omega_level_550,omega_level_500,omega_level_450,omega_level_400,omega_level_350,omega_level_300,omega_level_275,omega_level_250,omega_level_225,omega_level_200,omega_level_175,omega_level_150,omega_level_125,omega_level_100,tke_level_1000,tke_level_975,tke_level_950,tke_level_925,tke_level_900,tke_level_875,tke_level_850,tke_level_825,tke_level_800,tke_level_775,tke_level_750,tke_level_725,tke_level_700,tke_level_650,tke_level_600,vwnd_level_1000,vwnd_level_975,vwnd_level_950,vwnd_level_925,vwnd_level_900,vwnd_level_875,vwnd_level_850,vwnd_level_825,vwnd_level_800,vwnd_level_775,vwnd_level_750,vwnd_level_725,vwnd_level_700,vwnd_level_650,vwnd_level_600,vwnd_level_550,vwnd_level_500,vwnd_level_450,vwnd_level_400,vwnd_level_350,vwnd_level_300,vwnd_level_275,vwnd_level_250,vwnd_level_225,vwnd_level_200,vwnd_level_175,vwnd_level_150,vwnd_level_125,vwnd_level_100
389120.0,15158876.0,-918176.959894332,1874192.9800052007,2013-06-01,8,2013,6,297.2548828125,295.156982421875,293.351318359375,291.616455078125,289.66064453125,289.34716796875,288.57470703125,287.09716796875,285.75830078125,284.7558288574219,283.93218994140625,283.09234619140625,281.9534912109375,278.87701416015625,276.80975341796875,275.1287841796875,270.75640869140625,264.6282958984375,257.75921630859375,249.54856872558594,241.008544921875,236.51318359375,231.9587860107422,227.48092651367188,221.80697631835938,214.3109130859375,207.53070068359375,201.1224822998047,199.82461547851562,109.30012512207031,331.48150634765625,557.232177734375,787.69140625,1022.407470703125,1262.31298828125,1509.4697265625,1762.147216796875,2022.0185546875,2288.00634765625,2561.975830078125,2844.505859375,3136.066162109375,3746.66357421875,4397.9052734375,5102.78515625,5865.99609375,6692.53125,7593.96484375,8586.31640625,9694.15625,10302.66796875,10956.7578125,11665.8359375,12442.2890625,13294.7265625,14246.56640625,15336.91015625,16640.453125,0.04019099473953247,0.04761850833892822,0.04895210266113281,0.06230449676513672,0.07328510284423828,0.0637807846069336,0.06115245819091797,0.06111907958984375,0.06390190124511719,0.07073497772216797,0.08402347564697266,0.0858917236328125,0.07555580139160156,0.010766983032226562,-0.08390998840332031,-0.12871551513671875,-0.11073780059814453,-0.09272098541259766,-0.06997394561767578,-0.024560928344726562,-0.025602340698242188,-0.032799720764160156,-0.020984649658203125,0.0022001266479492188,0.022461891174316406,0.023481369018554688,0.007328033447265625,-0.0032026171684265137,-0.0047234296798706055,0.6499999761581421,0.4000000059604645,0.5625,1.100000023841858,0.4749999940395355,0.25,0.25,0.20000000298023224,0.20000000298023224,0.25,0.25,0.25,0.25,0.2132159173488617,0.19995717704296112,-2.892242431640625,-2.957366943359375,-2.7178802490234375,-2.31378173828125,-1.666107177734375,0.7100982666015625,1.60357666015625,1.9704742431640625,2.33203125,2.5386810302734375,3.12762451171875,4.165435791015625,5.53240966796875,6.8337860107421875,3.422821044921875,-1.9737701416015625,-4.3466644287109375,-1.154541015625,1.29644775390625,-0.78558349609375,0.4139404296875,3.0169830322265625,6.9497528076171875,9.635147094726562,10.430130004882812,10.90777587890625,10.023468017578125,8.669815063476562,7.470104217529297
389131.0,15158855.0,-942009.787545146,1924711.1534575936,2013-06-01,0,2013,6,297.2236328125,295.188232421875,293.413818359375,291.600830078125,289.59814453125,289.26904296875,288.52783203125,287.09716796875,285.77392578125,284.6933288574219,283.80718994140625,282.93609619140625,281.8441162109375,278.90826416015625,276.90350341796875,275.1444091796875,270.66265869140625,264.5189208984375,257.66546630859375,249.45481872558594,240.930419921875,236.40380859375,231.8337860107422,227.46530151367188,221.80697631835938,214.2796630859375,207.56195068359375,201.2006072998047,199.88711547851562,110.80012512207031,332.98150634765625,558.732177734375,789.19140625,1023.907470703125,1263.81298828125,1510.9697265625,1763.647216796875,2023.5185546875,2289.50634765625,2563.475830078125,2845.505859375,3136.566162109375,3747.16357421875,4398.9052734375,5103.78515625,5866.99609375,6693.03125,7594.46484375,8586.31640625,9693.65625,10302.16796875,10955.7578125,11664.3359375,12440.7890625,13293.2265625,14245.06640625,15335.91015625,16639.953125,0.03042536973953247,0.03589975833892822,0.03332710266113281,0.04277324676513672,0.05766010284423828,0.055968284606933594,0.05333995819091797,0.05721282958984375,0.05999565124511719,0.06682872772216797,0.08011722564697266,0.0819854736328125,0.06774330139160156,0.0029544830322265625,-0.08781623840332031,-0.12090301513671875,-0.09901905059814453,-0.08490848541259766,-0.06997394561767578,-0.04409217834472656,-0.04903984069824219,-0.052330970764160156,-0.040515899658203125,-0.013424873352050781,0.014649391174316406,0.023481369018554688,0.015140533447265625,0.004609882831573486,-0.0008171796798706055,0.7250000238418579,0.5249999761581421,0.5,1.100000023841858,0.4625000059604645,0.25,0.25,0.20000000298023224,0.20000000298023224,0.25,0.25,0.25,0.25,0.2132159173488617,0.19995717704296112,-2.876617431640625,-2.957366943359375,-2.7178802490234375,-2.34503173828125,-1.806732177734375,0.3038482666015625,1.15045166015625,1.5017242431640625,1.91015625,2.2418060302734375,2.87762451171875,3.962310791015625,5.29803466796875,6.3494110107421875,2.422821044921875,-2.3175201416015625,-3.9247894287109375,-0.826416015625,2.04644775390625,-0.00433349609375,1.0701904296875,3.2201080322265625,6.9341278076171875,9.713272094726562,10.633255004882812,10.98590087890625,9.851593017578125,8.560440063476562,7.360729217529297
389132.0,15158856.0,-973029.8346034588,1927717.3407060336,2013-06-01,2,2013,6,297.2236328125,295.188232421875,293.413818359375,291.600830078125,289.59814453125,289.26904296875,288.52783203125,287.09716796875,285.77392578125,284.6933288574219,283.80718994140625,282.93609619140625,281.8441162109375,278.90826416015625,276.90350341796875,275.1444091796875,270.66265869140625,264.5189208984375,257.66546630859375,249.45481872558594,240.930419921875,236.40380859375,231.8337860107422,227.46530151367188,221.80697631835938,214.2796630859375,207.56195068359375,201.2006072998047,199.88711547851562,110.80012512207031,332.98150634765625,558.732177734375,789.19140625,1023.907470703125,1263.81298828125,1510.9697265625,1763.647216796875,2023.5185546875,2289.50634765625,2563.475830078125,2845.505859375,3136.566162109375,3747.16357421875,4398.9052734375,5103.78515625,5866.99609375,6693.03125,7594.46484375,8586.31640625,9693.65625,10302.16796875,10955.7578125,11664.3359375,12440.7890625,13293.2265625,14245.06640625,15335.91015625,16639.953125,0.03042536973953247,0.03589975833892822,0.03332710266113281,0.04277324676513672,0.05766010284423828,0.055968284606933594,0.05333995819091797,0.05721282958984375,0.05999565124511719,0.06682872772216797,0.08011722564697266,0.0819854736328125,0.06774330139160156,0.0029544830322265625,-0.08781623840332031,-0.12090301513671875,-0.09901905059814453,-0.08490848541259766,-0.06997394561767578,-0.04409217834472656,-0.04903984069824219,-0.052330970764160156,-0.040515899658203125,-0.013424873352050781,0.014649391174316406,0.023481369018554688,0.015140533447265625,0.004609882831573486,-0.0008171796798706055,0.7250000238418579,0.5249999761581421,0.5,1.100000023841858,0.4625000059604645,0.25,0.25,0.20000000298023224,0.20000000298023224,0.25,0.25,0.25,0.25,0.2132159173488617,0.19995717704296112,-2.876617431640625,-2.957366943359375,-2.7178802490234375,-2.34503173828125,-1.806732177734375,0.3038482666015625,1.15045166015625,1.5017242431640625,1.91015625,2.2418060302734375,2.87762451171875,3.962310791015625,5.29803466796875,6.3494110107421875,2.422821044921875,-2.3175201416015625,-3.9247894287109375,-0.826416015625,2.04644775390625,-0.00433349609375,1.0701904296875,3.2201080322265625,6.9341278076171875,9.713272094726562,10.633255004882812,10.98590087890625,9.851593017578125,8.560440063476562,7.360729217529297
389129.0,15158918.0,-929385.9541656944,1824992.9280392013,2013-06-01,1,2013,6,297.2548828125,295.281982421875,293.491943359375,291.710205078125,289.73876953125,289.50341796875,288.55908203125,287.00341796875,285.69580078125,284.8339538574219,284.13531494140625,283.27984619140625,282.0784912109375,278.83013916015625,276.63787841796875,275.1287841796875,270.92828369140625,264.8939208984375,257.96234130859375,249.68919372558594,241.180419921875,236.76318359375,232.2087860107422,227.52780151367188,221.80697631835938,214.3421630859375,207.45257568359375,200.9193572998047,199.71524047851562,105.80012512207031,328.48150634765625,554.232177734375,784.19140625,1019.407470703125,1259.81298828125,1506.9697265625,1759.647216796875,2019.0185546875,2285.00634765625,2559.475830078125,2842.005859375,3133.566162109375,3744.16357421875,4395.4052734375,5099.78515625,5863.49609375,6691.03125,7593.46484375,8586.31640625,9694.65625,10303.66796875,10958.2578125,11667.8359375,12444.7890625,13297.2265625,14248.56640625,15338.41015625,16640.953125,0.0030816197395324707,0.004649758338928223,0.017702102661132812,0.02714824676513672,0.03031635284423828,0.020812034606933594,0.014277458190917969,0.01424407958984375,0.017026901245117188,0.03167247772216797,0.048867225646972656,0.0585479736328125,0.05602455139160156,0.010766983032226562,-0.08390998840332031,-0.14043426513671875,-0.12636280059814453,-0.12006473541259766,-0.08169269561767578,-0.012842178344726562,-0.0021648406982421875,0.0023565292358398438,0.010265350341796875,0.02954387664794922,0.030274391174316406,0.011762619018554688,-0.012203216552734375,-0.018827617168426514,-0.008629679679870605,0.4000000059604645,0.42500001192092896,0.36250001192092896,0.949999988079071,0.4000000059604645,0.25,0.25,0.20000000298023224,0.20000000298023224,0.25,0.25,0.25,0.25,0.2132159173488617,0.19995717704296112,-2.798492431640625,-2.879241943359375,-2.6397552490234375,-2.20440673828125,-1.212982177734375,1.1475982666015625,2.00982666015625,2.3454742431640625,2.59765625,2.6949310302734375,3.23699951171875,4.227935791015625,5.65740966796875,7.2244110107421875,4.375946044921875,-1.5050201416015625,-4.6591644287109375,-1.388916015625,0.43707275390625,-1.64495849609375,-0.3360595703125,2.7982330322265625,6.8716278076171875,9.494522094726562,10.352005004882812,10.97027587890625,10.289093017578125,8.591690063476562,7.391979217529297
389214.0,15158975.0,-930789.975417658,1624936.4678394306,2013-06-01,0,2013,6,297.6455078125,295.469482421875,293.835693359375,292.210205078125,290.58251953125,289.51904296875,287.96533203125,286.47216796875,285.07080078125,284.6152038574219,284.66656494140625,283.43609619140625,282.0316162109375,278.72076416015625,276.43475341796875,274.9881591796875,271.19390869140625,265.6751708984375,258.60296630859375,249.98606872558594,241.524169921875,237.20068359375,233.2556610107422,227.73092651367188,221.86947631835938,214.4671630859375,207.24945068359375,200.7943572998047,199.23086547851562,98.80012512207031,321.48150634765625,547.732177734375,778.19140625,1013.907470703125,1255.31298828125,1501.9697265625,1754.147216796875,2013.5185546875,2278.50634765625,2553.475830078125,2836.505859375,3128.066162109375,3738.66357421875,4389.9052734375,5093.78515625,5857.49609375,6686.03125,7591.46484375,8586.31640625,9695.65625,10305.66796875,10962.2578125,11673.8359375,12450.2890625,13303.7265625,14255.56640625,15343.91015625,16644.453125,-0.01254338026046753,-0.03441274166107178,-0.05261039733886719,-0.06269550323486328,-0.07124614715576172,-0.045594215393066406,-0.02869129180908203,-0.02872467041015625,-0.03375434875488281,-0.06207752227783203,-0.08003902435302734,-0.0781707763671875,-0.05335044860839844,0.014673233032226562,0.013746261596679688,-0.03496551513671875,-0.08730030059814453,-0.12006473541259766,-0.07778644561767578,0.0066890716552734375,0.013460159301757812,0.025794029235839844,0.041515350341796875,0.08032512664794922,0.0849618911743164,0.05863761901855469,0.034671783447265625,0.016328632831573486,-0.0047234296798706055,0.75,0.824999988079071,0.25,0.32499998807907104,0.21250000596046448,0.25,0.25,0.20000000298023224,0.20000000298023224,0.25,0.25,0.25,0.25,0.2132159173488617,0.19995717704296112,-2.626617431640625,-2.613616943359375,-2.0616302490234375,-0.68878173828125,0.787017822265625,3.4757232666015625,3.71295166015625,3.7829742431640625,3.62890625,3.3043060302734375,3.45574951171875,4.009185791015625,5.32928466796875,7.3181610107421875,6.266571044921875,0.2762298583984375,-3.7060394287109375,-1.217041015625,-1.75042724609375,-4.30120849609375,-3.6641845703125,0.6419830322265625,5.6528778076171875,8.885147094726562,10.164505004882812,11.32965087890625,10.914093017578125,7.5916900634765625,6.188854217529297
336946.0,15065102.0,-1728664.1880443783,2748424.87025577,2013-06-01,7,2013,6,296.6298828125,294.578857421875,292.616943359375,290.975830078125,289.48876953125,288.19091796875,286.94970703125,285.80029296875,284.75830078125,283.8964538574219,283.74468994140625,283.57672119140625,282.9534912109375,281.06451416015625,277.88787841796875,273.7694091796875,268.27203369140625,261.9564208984375,254.5248565673828,246.17356872558594,237.946044921875,234.18505859375,229.0525360107422,224.38717651367188,217.99447631835938,212.1859130859375,207.39007568359375,204.1693572998047,202.57461547851562,143.8001251220703,365.98150634765625,591.232177734375,820.69140625,1055.407470703125,1294.31298828125,1540.4697265625,1791.647216796875,2050.5185546875,2315.50634765625,2588.975830078125,2871.505859375,3163.566162109375,3777.16357421875,4432.4052734375,5136.28515625,5893.99609375,6712.53125,7603.96484375,8582.81640625,9676.15625,10277.66796875,10924.7578125,11625.3359375,12387.7890625,13228.2265625,14174.56640625,15272.91015625,16599.953125,-0.03012150526046753,0.04761850833892822,0.11145210266113281,0.14824199676513672,0.16703510284423828,0.1419057846069336,0.10021495819091797,0.06502532958984375,0.04827690124511719,0.05120372772216797,0.048867225646972656,0.0312042236328125,0.0052433013916015625,-0.03610801696777344,-0.03703498840332031,-0.05840301513671875,-0.07948780059814453,-0.08490848541259766,-0.08950519561767578,-0.06752967834472656,-0.10372734069824219,-0.13436222076416016,-0.14989089965820312,-0.15795612335205078,-0.1494131088256836,-0.12495613098144531,-0.09423446655273438,-0.06570261716842651,-0.039879679679870605,0.8500000238418579,0.574999988079071,0.48750001192092896,0.25,0.20000000298023224,0.25,0.25,0.20000000298023224,0.20000000298023224,0.25,0.25,0.25,0.25,0.2132159173488617,0.19995717704296112,-0.376617431640625,-0.269866943359375,0.4227447509765625,1.74871826171875,2.849517822265625,2.6007232666015625,2.29107666015625,2.0798492431640625,2.03515625,1.7730560302734375,1.03387451171875,-0.115814208984375,-1.23321533203125,-1.9005889892578125,-0.967803955078125,-1.9581451416015625,-1.5185394287109375,3.423583984375,8.95269775390625,9.62066650390625,7.7576904296875,9.470108032226562,11.684127807617188,13.338272094726562,13.180130004882812,11.29840087890625,9.601593017578125,8.701065063476562,7.782604217529297
389133.0,15158857.0,-970213.7026167944,1923377.684174535,2013-06-01,1,2013,6,297.2236328125,295.188232421875,293.413818359375,291.600830078125,289.59814453125,289.26904296875,288.52783203125,287.09716796875,285.77392578125,284.6933288574219,283.80718994140625,282.93609619140625,281.8441162109375,278.90826416015625,276.90350341796875,275.1444091796875,270.66265869140625,264.5189208984375,257.66546630859375,249.45481872558594,240.930419921875,236.40380859375,231.8337860107422,227.46530151367188,221.80697631835938,214.2796630859375,207.56195068359375,201.2006072998047,199.88711547851562,110.80012512207031,332.98150634765625,558.732177734375,789.19140625,1023.907470703125,1263.81298828125,1510.9697265625,1763.647216796875,2023.5185546875,2289.50634765625,2563.475830078125,2845.505859375,3136.566162109375,3747.16357421875,4398.9052734375,5103.78515625,5866.99609375,6693.03125,7594.46484375,8586.31640625,9693.65625,10302.16796875,10955.7578125,11664.3359375,12440.7890625,13293.2265625,14245.06640625,15335.91015625,16639.953125,0.03042536973953247,0.03589975833892822,0.03332710266113281,0.04277324676513672,0.05766010284423828,0.055968284606933594,0.05333995819091797,0.05721282958984375,0.05999565124511719,0.06682872772216797,0.08011722564697266,0.0819854736328125,0.06774330139160156,0.0029544830322265625,-0.08781623840332031,-0.12090301513671875,-0.09901905059814453,-0.08490848541259766,-0.06997394561767578,-0.04409217834472656,-0.04903984069824219,-0.052330970764160156,-0.040515899658203125,-0.013424873352050781,0.014649391174316406,0.023481369018554688,0.015140533447265625,0.004609882831573486,-0.0008171796798706055,0.7250000238418579,0.5249999761581421,0.5,1.100000023841858,0.4625000059604645,0.25,0.25,0.20000000298023224,0.20000000298023224,0.25,0.25,0.25,0.25,0.2132159173488617,0.19995717704296112,-2.876617431640625,-2.957366943359375,-2.7178802490234375,-2.34503173828125,-1.806732177734375,0.3038482666015625,1.15045166015625,1.5017242431640625,1.91015625,2.2418060302734375,2.87762451171875,3.962310791015625,5.29803466796875,6.3494110107421875,2.422821044921875,-2.3175201416015625,-3.9247894287109375,-0.826416015625,2.04644775390625,-0.00433349609375,1.0701904296875,3.2201080322265625,6.9341278076171875,9.713272094726562,10.633255004882812,10.98590087890625,9.851593017578125,8.560440063476562,7.360729217529297
389213.0,15158974.0,-939210.7607727154,1641391.5338722689,2013-06-01,0,2013,6,297.6455078125,295.485107421875,293.788818359375,291.897705078125,290.20751953125,289.59716796875,288.09033203125,286.59716796875,285.32080078125,284.8495788574219,284.58843994140625,283.43609619140625,282.0628662109375,278.72076416015625,276.43475341796875,275.0350341796875,271.19390869140625,265.5657958984375,258.49359130859375,249.95481872558594,241.492919921875,237.20068359375,232.9900360107422,227.73092651367188,221.86947631835938,214.4359130859375,207.24945068359375,200.7162322998047,199.35586547851562,99.80012512207031,322.48150634765625,548.232177734375,779.19140625,1014.407470703125,1255.31298828125,1501.9697265625,1754.147216796875,2014.0185546875,2279.50634765625,2554.475830078125,2837.005859375,3128.566162109375,3739.16357421875,4390.4052734375,5094.28515625,5857.99609375,6686.53125,7591.46484375,8585.81640625,9695.15625,10305.16796875,10961.7578125,11673.3359375,12449.7890625,13302.7265625,14254.56640625,15342.91015625,16643.453125,-0.02426213026046753,-0.018787741661071777,-0.0057353973388671875,0.0037107467651367188,-0.004839897155761719,-0.006531715393066406,-0.02087879180908203,-0.04434967041015625,-0.07672309875488281,-0.10114002227783203,-0.10738277435302734,-0.0977020263671875,-0.06897544860839844,-0.012670516967773438,-0.021409988403320312,-0.07012176513671875,-0.10683155059814453,-0.13568973541259766,-0.09341144561767578,-0.008935928344726562,0.0056476593017578125,0.021887779235839844,0.041515350341796875,0.06470012664794922,0.061524391174316406,0.04301261901855469,0.019046783447265625,0.004609882831573486,-0.008629679679870605,0.7250000238418579,0.6000000238418579,0.3125,0.6000000238418579,0.2750000059604645,0.25,0.25,0.20000000298023224,0.20000000298023224,0.25,0.25,0.25,0.25,0.2132159173488617,0.19995717704296112,-2.642242431640625,-2.629241943359375,-2.0616302490234375,-0.70440673828125,0.787017822265625,3.4757232666015625,3.71295166015625,3.7829742431640625,3.61328125,3.3043060302734375,3.45574951171875,4.009185791015625,5.32928466796875,7.3181610107421875,6.266571044921875,0.2762298583984375,-3.7216644287109375,-1.217041015625,-1.75042724609375,-4.30120849609375,-3.6641845703125,0.6576080322265625,5.6528778076171875,8.885147094726562,10.180130004882812,11.34527587890625,10.914093017578125,7.5916900634765625,6.188854217529297
389135.0,15158860.0,-957064.1166625248,1913957.895705854,2013-06-01,1,2013,6,297.2236328125,295.188232421875,293.413818359375,291.600830078125,289.59814453125,289.26904296875,288.52783203125,287.09716796875,285.77392578125,284.6933288574219,283.80718994140625,282.93609619140625,281.8441162109375,278.90826416015625,276.90350341796875,275.1444091796875,270.66265869140625,264.5189208984375,257.66546630859375,249.45481872558594,240.930419921875,236.40380859375,231.8337860107422,227.46530151367188,221.80697631835938,214.2796630859375,207.56195068359375,201.2006072998047,199.88711547851562,110.80012512207031,332.98150634765625,558.732177734375,789.19140625,1023.907470703125,1263.81298828125,1510.9697265625,1763.647216796875,2023.5185546875,2289.50634765625,2563.475830078125,2845.505859375,3136.566162109375,3747.16357421875,4398.9052734375,5103.78515625,5866.99609375,6693.03125,7594.46484375,8586.31640625,9693.65625,10302.16796875,10955.7578125,11664.3359375,12440.7890625,13293.2265625,14245.06640625,15335.91015625,16639.953125,0.03042536973953247,0.03589975833892822,0.03332710266113281,0.04277324676513672,0.05766010284423828,0.055968284606933594,0.05333995819091797,0.05721282958984375,0.05999565124511719,0.06682872772216797,0.08011722564697266,0.0819854736328125,0.06774330139160156,0.0029544830322265625,-0.08781623840332031,-0.12090301513671875,-0.09901905059814453,-0.08490848541259766,-0.06997394561767578,-0.04409217834472656,-0.04903984069824219,-0.052330970764160156,-0.040515899658203125,-0.013424873352050781,0.014649391174316406,0.023481369018554688,0.015140533447265625,0.004609882831573486,-0.0008171796798706055,0.7250000238418579,0.5249999761581421,0.5,1.100000023841858,0.4625000059604645,0.25,0.25,0.20000000298023224,0.20000000298023224,0.25,0.25,0.25,0.25,0.2132159173488617,0.19995717704296112,-2.876617431640625,-2.957366943359375,-2.7178802490234375,-2.34503173828125,-1.806732177734375,0.3038482666015625,1.15045166015625,1.5017242431640625,1.91015625,2.2418060302734375,2.87762451171875,3.962310791015625,5.29803466796875,6.3494110107421875,2.422821044921875,-2.3175201416015625,-3.9247894287109375,-0.826416015625,2.04644775390625,-0.00433349609375,1.0701904296875,3.2201080322265625,6.9341278076171875,9.713272094726562,10.633255004882812,10.98590087890625,9.851593017578125,8.560440063476562,7.360729217529297
336952.0,15065108.0,-1922166.4041775635,2759621.458285297,2013-06-01,11,2013,6,296.6298828125,294.578857421875,292.616943359375,290.975830078125,289.48876953125,288.19091796875,286.94970703125,285.80029296875,284.75830078125,283.8964538574219,283.74468994140625,283.57672119140625,282.9534912109375,281.06451416015625,277.88787841796875,273.7694091796875,268.27203369140625,261.9564208984375,254.5248565673828,246.17356872558594,237.946044921875,234.18505859375,229.0525360107422,224.38717651367188,217.99447631835938,212.1859130859375,207.39007568359375,204.1693572998047,202.57461547851562,143.8001251220703,365.98150634765625,591.232177734375,820.69140625,1055.407470703125,1294.31298828125,1540.4697265625,1791.647216796875,2050.5185546875,2315.50634765625,2588.975830078125,2871.505859375,3163.566162109375,3777.16357421875,4432.4052734375,5136.28515625,5893.99609375,6712.53125,7603.96484375,8582.81640625,9676.15625,10277.66796875,10924.7578125,11625.3359375,12387.7890625,13228.2265625,14174.56640625,15272.91015625,16599.953125,-0.03012150526046753,0.04761850833892822,0.11145210266113281,0.14824199676513672,0.16703510284423828,0.1419057846069336,0.10021495819091797,0.06502532958984375,0.04827690124511719,0.05120372772216797,0.048867225646972656,0.0312042236328125,0.0052433013916015625,-0.03610801696777344,-0.03703498840332031,-0.05840301513671875,-0.07948780059814453,-0.08490848541259766,-0.08950519561767578,-0.06752967834472656,-0.10372734069824219,-0.13436222076416016,-0.14989089965820312,-0.15795612335205078,-0.1494131088256836,-0.12495613098144531,-0.09423446655273438,-0.06570261716842651,-0.039879679679870605,0.8500000238418579,0.574999988079071,0.48750001192092896,0.25,0.20000000298023224,0.25,0.25,0.20000000298023224,0.20000000298023224,0.25,0.25,0.25,0.25,0.2132159173488617,0.19995717704296112,-0.376617431640625,-0.269866943359375,0.4227447509765625,1.74871826171875,2.849517822265625,2.6007232666015625,2.29107666015625,2.0798492431640625,2.03515625,1.7730560302734375,1.03387451171875,-0.115814208984375,-1.23321533203125,-1.9005889892578125,-0.967803955078125,-1.9581451416015625,-1.5185394287109375,3.423583984375,8.95269775390625,9.62066650390625,7.7576904296875,9.470108032226562,11.684127807617188,13.338272094726562,13.180130004882812,11.29840087890625,9.601593017578125,8.701065063476562,7.782604217529297
