_uid_,id,longitude,latitude,initialdate,days,year,month,air_level_1000,air_level_975,air_level_950,air_level_925,air_level_900,air_level_875,air_level_850,air_level_825,air_level_800,air_level_775,air_level_750,air_level_725,air_level_700,air_level_650,air_level_600,air_level_550,air_level_500,air_level_450,air_level_400,air_level_350,air_level_300,air_level_275,air_level_250,air_level_225,air_level_200,air_level_175,air_level_150,air_level_125,air_level_100,hgt_level_1000,hgt_level_975,hgt_level_950,hgt_level_925,hgt_level_900,hgt_level_875,hgt_level_850,hgt_level_825,hgt_level_800,hgt_level_775,hgt_level_750,hgt_level_725,hgt_level_700,hgt_level_650,hgt_level_600,hgt_level_550,hgt_level_500,hgt_level_450,hgt_level_400,hgt_level_350,hgt_level_300,hgt_level_275,hgt_level_250,hgt_level_225,hgt_level_200,hgt_level_175,hgt_level_150,hgt_level_125,hgt_level_100,tke_level_1000,tke_level_975,tke_level_950,tke_level_925,tke_level_900,tke_level_875,tke_level_850,tke_level_825,tke_level_800,tke_level_775,tke_level_750,tke_level_725,tke_level_700,tke_level_650,tke_level_600,uwnd_level_1000,uwnd_level_975,uwnd_level_950,uwnd_level_925,uwnd_level_900,uwnd_level_875,uwnd_level_850,uwnd_level_825,uwnd_level_800,uwnd_level_775,uwnd_level_750,uwnd_level_725,uwnd_level_700,uwnd_level_650,uwnd_level_600,uwnd_level_550,uwnd_level_500,uwnd_level_450,uwnd_level_400,uwnd_level_350,uwnd_level_300,uwnd_level_275,uwnd_level_250,uwnd_level_225,uwnd_level_200,uwnd_level_175,uwnd_level_150,uwnd_level_125,uwnd_level_100
1014649.0,11003145.0,-1985551.1796197,2444106.504327689,2009-12-01,0,2009,12,296.57147216796875,294.3857421875,292.1761474609375,290.1024475097656,288.54266357421875,288.06756591796875,287.10302734375,285.678466796875,284.334716796875,282.8502197265625,281.26702880859375,279.5979309082031,277.957763671875,274.79022216796875,271.16119384765625,268.1259460449219,265.39404296875,262.4327392578125,259.2838134765625,252.65261840820312,244.49293518066406,239.5231170654297,234.46343994140625,229.9394989013672,223.55514526367188,215.68687438964844,207.86505126953125,200.78172302246094,197.52793884277344,91.274169921875,312.3612365722656,537.1771240234375,766.325439453125,1000.017822265625,1238.85009765625,1484.408935546875,1735.624755859375,1993.107666015625,2258.061767578125,2529.468994140625,2808.974365234375,3096.2021484375,3697.30322265625,4337.98046875,5024.90234375,5769.9921875,6584.00390625,7484.76953125,8486.81640625,9610.6015625,10227.2421875,10889.171875,11605.02734375,12389.24609375,13248.36328125,14203.9921875,15293.73828125,16590.484375,0.75,1.0,0.75,0.375,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.34507590532302856,0.20000000298023224,-6.99951171875,-7.2434234619140625,-7.365234375,-7.64190673828125,-7.630218505859375,-7.5314788818359375,-7.261749267578125,-6.28936767578125,-5.2784881591796875,-4.2049713134765625,-3.2803497314453125,-2.531463623046875,-1.944488525390625,-1.0888671875,0.7830963134765625,3.3450927734375,5.0146942138671875,9.256301879882812,17.1368408203125,26.533859252929688,29.353317260742188,29.900588989257812,32.61778259277344,35.14759826660156,37.84618377685547,41.90775680541992,46.38511657714844,41.11901092529297,27.946931838989258
970474.0,10910398.0,-2044338.9267555885,2470274.013058288,2009-12-01,7,2009,12,296.58709716796875,294.3857421875,292.1917724609375,290.1649475097656,288.27703857421875,287.70819091796875,287.02490234375,285.584716796875,284.256591796875,282.7877197265625,281.22015380859375,279.5510559082031,277.879638671875,274.63397216796875,270.89556884765625,267.9384460449219,265.42529296875,262.3233642578125,258.8463134765625,252.43386840820312,244.27418518066406,239.8199920654297,234.71343994140625,229.7988739013672,223.53952026367188,215.95249938964844,207.99005126953125,200.71922302246094,197.55918884277344,92.774169921875,313.8612365722656,538.6771240234375,767.825439453125,1001.017822265625,1239.85009765625,1485.408935546875,1736.124755859375,1993.607666015625,2258.561767578125,2529.968994140625,2808.974365234375,3096.2021484375,3697.30322265625,4337.48046875,5023.40234375,5768.4921875,6583.00390625,7482.26953125,8483.31640625,9605.1015625,10222.2421875,10885.171875,11601.52734375,12384.74609375,13244.86328125,14200.9921875,15291.73828125,16587.484375,0.75,1.0,0.625,0.375,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.34507590532302856,0.20000000298023224,-6.87451171875,-7.1027984619140625,-7.255859375,-7.56378173828125,-7.833343505859375,-8.203353881835938,-8.355499267578125,-7.60186767578125,-6.6222381591796875,-5.4549713134765625,-4.4834747314453125,-3.797088623046875,-3.288238525390625,-2.5107421875,-0.6387786865234375,2.2044677734375,4.6084442138671875,8.959426879882812,14.7618408203125,23.799484252929688,31.587692260742188,32.60371398925781,34.99278259277344,37.41322326660156,39.25243377685547,42.90775680541992,47.13511657714844,41.79088592529297,28.696931838989258
970822.0,10910393.0,-1654375.52260255,2623462.465329291,2009-12-01,4,2009,12,296.47772216796875,294.2451171875,292.1292724609375,290.2118225097656,288.15203857421875,286.23944091796875,285.82177734375,284.756591796875,283.553466796875,282.2564697265625,280.81390380859375,279.2229309082031,277.504638671875,274.00897216796875,270.19244384765625,267.3759460449219,265.42529296875,261.7296142578125,256.4869384765625,250.54324340820312,242.85231018066406,239.1012420654297,234.94781494140625,229.6113739013672,223.39889526367188,216.35874938964844,208.72442626953125,201.03172302246094,198.52793884277344,100.274169921875,321.3612365722656,546.1771240234375,775.325439453125,1008.517822265625,1246.85009765625,1491.408935546875,1741.124755859375,1998.607666015625,2262.561767578125,2533.468994140625,2811.974365234375,3099.2021484375,3698.80322265625,4337.48046875,5022.40234375,5765.9921875,6580.50390625,7474.76953125,8466.31640625,9581.1015625,10195.2421875,10857.171875,11574.52734375,12356.74609375,13217.36328125,14176.4921875,15270.23828125,16568.984375,1.0,1.5,0.375,0.5,2.75,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.34507590532302856,0.20000000298023224,-7.34326171875,-7.5715484619140625,-7.833984375,-8.37628173828125,-8.786468505859375,-9.015853881835938,-9.292999267578125,-9.22686767578125,-8.794113159179688,-8.079971313476562,-7.2959747314453125,-6.625213623046875,-6.225738525390625,-5.9951171875,-4.7012786865234375,-1.6861572265625,0.2178192138671875,3.5688018798828125,8.6055908203125,15.127609252929688,27.103317260742188,35.77558898925781,39.91465759277344,42.46009826660156,44.75243377685547,46.42338180541992,46.94761657714844,37.82213592529297,27.118806838989258
970474.0,10910398.0,-2044338.9267555885,2470274.013058288,2009-12-02,7,2009,12,295.9206237792969,293.92401123046875,291.9931640625,290.16552734375,289.45880126953125,288.4171142578125,287.43048095703125,286.4752197265625,285.35638427734375,284.076171875,282.65435791015625,281.058349609375,279.39227294921875,276.2603759765625,274.0827941894531,271.512939453125,267.4945068359375,261.9466247558594,255.24021911621094,248.3367156982422,241.65626525878906,237.59413146972656,233.37327575683594,228.5250701904297,223.40863037109375,217.08030700683594,210.5454559326172,202.8460693359375,196.9534912109375,70.70307922363281,291.7663269042969,516.212158203125,745.1787109375,979.42138671875,1219.108154296875,1464.862548828125,1717.443115234375,1976.057373046875,2242.328125,2515.52783203125,2796.40966796875,3085.76171875,3689.75927734375,4335.4453125,5032.4765625,5786.3203125,6604.1875,7496.43359375,8481.1640625,9586.3515625,10197.47265625,10855.18359375,11567.9765625,12347.453125,13209.1953125,14174.4375,15278.7578125,16581.875,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.12223684787750244,0.19999980926513672,-5.712860107421875,-6.1877899169921875,-6.6886444091796875,-7.8464508056640625,-8.633132934570312,-8.077880859375,-7.1586456298828125,-6.075225830078125,-4.9353179931640625,-3.7394256591796875,-2.5487060546875,-1.594146728515625,-0.9567718505859375,-0.733551025390625,-0.4476776123046875,0.0729217529296875,0.8485260009765625,4.302734375,7.011199951171875,11.831588745117188,12.879974365234375,13.137542724609375,13.3486328125,15.907440185546875,11.526110649108887,15.418159484863281,11.832382202148438,15.141931533813477,16.644393920898438
970822.0,10910393.0,-1654375.52260255,2623462.465329291,2009-12-02,4,2009,12,295.7174987792969,293.54901123046875,291.6337890625,290.13427734375,289.49005126953125,288.3702392578125,287.36798095703125,286.4595947265625,285.37200927734375,284.185546875,282.85748291015625,281.417724609375,279.92352294921875,277.0885009765625,274.8640441894531,272.497314453125,267.7132568359375,261.8841247558594,254.52146911621094,247.5085906982422,241.01564025878906,236.84413146972656,232.70140075683594,227.9156951904297,222.97113037109375,217.22093200683594,210.0767059326172,202.9554443359375,197.1566162109375,73.20307922363281,294.2663269042969,518.212158203125,747.1787109375,980.92138671875,1221.108154296875,1466.362548828125,1718.943115234375,1977.557373046875,2244.328125,2517.52783203125,2798.90966796875,3088.26171875,3694.25927734375,4342.4453125,5041.4765625,5796.8203125,6614.1875,7505.43359375,8486.6640625,9588.3515625,10197.97265625,10853.18359375,11564.4765625,12341.953125,13203.1953125,14167.9375,15270.2578125,16575.375,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.12223684787750244,0.19999980926513672,-6.759735107421875,-7.2346649169921875,-7.6730194091796875,-8.690200805664062,-8.758132934570312,-8.577880859375,-8.299270629882812,-7.731475830078125,-6.9821929931640625,-6.1300506591796875,-5.2830810546875,-4.547271728515625,-3.9880218505859375,-3.452301025390625,-3.9789276123046875,-5.2083282470703125,-4.1670989990234375,-0.556640625,0.386199951171875,4.7222137451171875,5.083099365234375,5.965667724609375,6.6611328125,6.626190185546875,4.276110649108887,9.215034484863281,7.1448822021484375,11.126306533813477,11.206892967224121
970822.0,10910393.0,-1654375.52260255,2623462.465329291,2009-12-03,4,2009,12,297.392333984375,295.6005859375,293.9893798828125,292.13824462890625,289.9764709472656,288.22235107421875,286.69329833984375,285.28900146484375,284.21441650390625,282.962646484375,281.6624755859375,280.6597595214844,280.26983642578125,279.853515625,277.46051025390625,273.0288391113281,267.78277587890625,262.5492248535156,257.57177734375,251.24183654785156,242.81121826171875,237.65492248535156,232.22393798828125,226.91502380371094,221.52291870117188,215.14222717285156,208.9845733642578,201.17691040039062,194.82797241210938,96.99609375,319.5057678222656,545.8832397460938,776.8720703125,1011.74365234375,1251.9248046875,1497.75341796875,1748.74658203125,2007.342041015625,2271.842041015625,2543.95263671875,2823.872802734375,3112.693603515625,3722.4296875,4376.6318359375,5079.390625,5835.265625,6653.9921875,7552.03515625,8547.87890625,9664.16015625,10276.65234375,10932.93359375,11641.03125,12415.28125,13268.9609375,14225.546875,15321.95703125,16612.98046875,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.20000000298023224,0.25,0.25,0.3126189112663269,0.19999322295188904,-4.5310821533203125,-5.09228515625,-5.0756378173828125,-4.8430938720703125,-4.763885498046875,-4.5512847900390625,-3.8739013671875,-3.05157470703125,-1.7534942626953125,-0.513885498046875,-0.343170166015625,-1.569610595703125,-3.3013763427734375,-5.18798828125,-3.349029541015625,1.6495513916015625,5.704681396484375,9.32452392578125,13.099899291992188,12.300384521484375,11.598587036132812,13.157882690429688,15.462875366210938,16.072845458984375,18.765880584716797,20.80718421936035,18.58831787109375,16.802364349365234,12.303726196289062
1014648.0,11003144.0,-2104640.0746428687,2944164.720816299,2009-12-04,2,2009,12,296.6358947753906,294.6846923828125,293.1041259765625,291.43133544921875,289.589599609375,288.00433349609375,286.6425476074219,285.0736083984375,283.3898010253906,281.9993896484375,282.3890380859375,283.5258483886719,283.71405029296875,280.76251220703125,275.54766845703125,271.248291015625,266.8814697265625,261.3570556640625,255.02899169921875,248.9921417236328,240.70669555664062,236.81556701660156,232.98968505859375,227.95855712890625,221.75656127929688,214.95956420898438,207.7445068359375,200.5786590576172,196.2018585205078,78.0985107421875,299.7182312011719,525.4130859375,755.486572265625,989.969482421875,1230.302001953125,1476.2734375,1726.713623046875,1983.95556640625,2248.185302734375,2519.93017578125,2801.82568359375,3094.025634765625,3708.50048828125,4361.6533203125,5058.796875,5811.13671875,6626.8671875,7517.63671875,8504.21875,9610.73046875,10219.3828125,10874.640625,11586.8671875,12363.3203125,13217.70703125,14171.4140625,15261.45703125,16553.96484375,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.25,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.2951648533344269,0.19977092742919922,-0.555816650390625,-0.5155487060546875,-0.637786865234375,-0.6505889892578125,-0.283599853515625,0.8859405517578125,2.609893798828125,4.794342041015625,7.8339691162109375,11.176864624023438,10.494552612304688,6.1707916259765625,3.2180633544921875,2.9649505615234375,4.618804931640625,7.683868408203125,8.218856811523438,8.816452026367188,11.810714721679688,15.916534423828125,18.824615478515625,19.667434692382812,19.89093017578125,19.149871826171875,19.457319259643555,23.693344116210938,27.281314849853516,24.121335983276367,13.2839994430542
1014648.0,11003144.0,-2104640.0746428687,2944164.720816299,2009-12-05,2,2009,12,296.9061279296875,294.9366455078125,293.3544921875,291.93084716796875,290.4429931640625,288.897216796875,287.345703125,285.990966796875,284.5338439941406,282.96832275390625,282.5146484375,282.1834411621094,281.5048828125,278.51934814453125,275.24542236328125,271.86822509765625,266.8043212890625,261.0484619140625,254.25372314453125,247.02830505371094,238.12998962402344,232.9286346435547,227.81570434570312,223.4397430419922,220.25404357910156,216.08718872070312,210.7315673828125,202.5892791748047,198.0157012939453,107.96533203125,329.51202392578125,555.0343627929688,785.635498046875,1021.043701171875,1261.692138671875,1508.0322265625,1759.59765625,2018.6572265625,2283.0400390625,2554.727294921875,2836.37548828125,3126.740478515625,3736.12451171875,4385.3359375,5083.24609375,5835.5234375,6649.98828125,7540.08984375,8520.66796875,9617.30078125,10217.24609375,10860.09375,11556.3828125,12322.140625,13175.65234375,14138.9921875,15244.265625,16548.23828125,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.08232948929071426,0.19987697899341583,0.7841949462890625,1.0172119140625,1.2659912109375,0.9526214599609375,0.0720367431640625,-0.5614471435546875,-0.9491729736328125,-0.5691375732421875,0.7573089599609375,2.42572021484375,3.1019744873046875,2.983245849609375,3.5836639404296875,6.048248291015625,4.6340789794921875,7.1049652099609375,8.684341430664062,13.747573852539062,19.974349975585938,25.859573364257812,30.62689208984375,31.286544799804688,30.699111938476562,28.763534545898438,31.686721801757812,35.863311767578125,33.07027053833008,32.023033142089844,27.29598045349121
1014565.0,11002956.0,-1756767.004649474,1193851.5970801234,2009-12-09,0,2009,12,298.8873596191406,296.68939208984375,294.66571044921875,292.9259033203125,291.3746337890625,289.85906982421875,288.47210693359375,287.2421875,286.12713623046875,284.9197998046875,284.33636474609375,283.623779296875,282.48956298828125,280.04718017578125,276.78253173828125,273.3609924316406,269.64849853515625,264.72320556640625,258.5592041015625,251.62533569335938,242.6361541748047,237.8570098876953,233.40086364746094,227.923095703125,222.2470703125,215.1439208984375,208.08450317382812,200.4595184326172,193.85728454589844,90.992919921875,314.4752197265625,541.682373046875,773.152099609375,1009.67724609375,1251.073974609375,1498.257080078125,1751.226806640625,2010.871826171875,2278.4404296875,2552.551513671875,2835.79931640625,3127.769775390625,3739.95361328125,4393.63671875,5094.9091796875,5854.50390625,6680.51171875,7582.76171875,8582.203125,9698.38671875,10310.00390625,10967.99609375,11680.09375,12457.58203125,13312.890625,14267.9140625,15359.07421875,16645.078125,0.75,0.875,0.75,0.5,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.25,0.20055964589118958,0.19998998939990997,-7.20440673828125,-7.340850830078125,-7.8719024658203125,-9.949264526367188,-11.734954833984375,-10.202316284179688,-7.657989501953125,-5.6978302001953125,-5.29248046875,-6.3655548095703125,-7.2606964111328125,-7.49627685546875,-7.2679901123046875,-6.246124267578125,-5.86883544921875,-4.28106689453125,-3.2741241455078125,-2.6760101318359375,-2.872344970703125,0.0415191650390625,3.681304931640625,4.7009124755859375,6.503875732421875,8.245025634765625,5.84686279296875,2.896331787109375,4.69854736328125,4.94696044921875,6.7607574462890625
1064466.0,11002957.0,-1755613.412515615,1191837.6244285882,2009-12-11,12,2009,12,298.7395324707031,296.66375732421875,294.9062805175781,293.2432861328125,291.53460693359375,289.74609375,288.3660583496094,287.6910705566406,286.93609619140625,285.973876953125,284.8052978515625,283.4283752441406,281.87744140625,278.883544921875,276.03204345703125,273.0679016113281,269.575927734375,264.99139404296875,259.913818359375,253.39730834960938,244.6463165283203,239.3640594482422,233.86619567871094,227.87091064453125,220.8877410888672,213.9766387939453,206.83753967285156,202.11659240722656,195.6537628173828,77.78517150878906,301.7890625,528.6121215820312,760.39306640625,997.11865234375,1239.52685546875,1486.46484375,1739.38037109375,1999.868896484375,2268.500732421875,2543.80810546875,2827.704345703125,3120.030029296875,3731.318115234375,4383.77587890625,5085.8125,5844.5,6671.2890625,7577.58984375,8583.390625,9709.2265625,10326.1015625,10987.078125,11699.68359375,12474.48828125,13324.62109375,14274.3671875,15364.140625,16665.4609375,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.1864910125732422,0.20000000298023224,-8.532699584960938,-9.220138549804688,-10.7796630859375,-12.9791259765625,-14.630874633789062,-15.448135375976562,-15.998611450195312,-15.89117431640625,-14.70159912109375,-13.48345947265625,-12.570892333984375,-11.85186767578125,-11.353897094726562,-11.2584228515625,-12.436904907226562,-14.221511840820312,-15.274505615234375,-12.386550903320312,-6.8387298583984375,-6.0139007568359375,-4.8512420654296875,-2.702392578125,2.68841552734375,5.892578125,4.8859405517578125,3.3009185791015625,6.7197723388671875,6.6158599853515625,2.28460693359375
