_uid_,id,longitude,latitude,initialdate,days,year,month,air_level_1000,air_level_975,air_level_950,air_level_925,air_level_900,air_level_875,air_level_850,air_level_825,air_level_800,air_level_775,air_level_750,air_level_725,air_level_700,air_level_650,air_level_600,air_level_550,air_level_500,air_level_450,air_level_400,air_level_350,air_level_300,air_level_275,air_level_250,air_level_225,air_level_200,air_level_175,air_level_150,air_level_125,air_level_100,hgt_level_1000,hgt_level_975,hgt_level_950,hgt_level_925,hgt_level_900,hgt_level_875,hgt_level_850,hgt_level_825,hgt_level_800,hgt_level_775,hgt_level_750,hgt_level_725,hgt_level_700,hgt_level_650,hgt_level_600,hgt_level_550,hgt_level_500,hgt_level_450,hgt_level_400,hgt_level_350,hgt_level_300,hgt_level_275,hgt_level_250,hgt_level_225,hgt_level_200,hgt_level_175,hgt_level_150,hgt_level_125,hgt_level_100,omega_level_1000,omega_level_975,omega_level_950,omega_level_925,omega_level_900,omega_level_875,omega_level_850,omega_level_825,omega_level_800,omega_level_775,omega_level_750,omega_level_725,omega_level_700,omega_level_650,omega_level_600,omega_level_550,omega_level_500,omega_level_450,omega_level_400,omega_level_350,omega_level_300,omega_level_275,omega_level_250,omega_level_225,omega_level_200,omega_level_175,omega_level_150,omega_level_125,omega_level_100,tke_level_1000,tke_level_975,tke_level_950,tke_level_925,tke_level_900,tke_level_875,tke_level_850,tke_level_825,tke_level_800,tke_level_775,tke_level_750,tke_level_725,tke_level_700,tke_level_650,tke_level_600,uwnd_level_1000,uwnd_level_975,uwnd_level_950,uwnd_level_925,uwnd_level_900,uwnd_level_875,uwnd_level_850,uwnd_level_825,uwnd_level_800,uwnd_level_775,uwnd_level_750,uwnd_level_725,uwnd_level_700,uwnd_level_650,uwnd_level_600,uwnd_level_550,uwnd_level_500,uwnd_level_450,uwnd_level_400,uwnd_level_350,uwnd_level_300,uwnd_level_275,uwnd_level_250,uwnd_level_225,uwnd_level_200,uwnd_level_175,uwnd_level_150,uwnd_level_125,uwnd_level_100
188339.0,12520615.0,-850663.9159065674,1092427.57381094,2011-04-01,4,2011,4,297.189453125,295.0596923828125,293.22119140625,291.0875549316406,289.2670593261719,288.16436767578125,287.2970275878906,286.39959716796875,285.6203308105469,284.7069091796875,283.83282470703125,282.7698974609375,281.55615234375,278.931640625,276.1728515625,273.2509765625,269.59423828125,262.60302734375,256.23199462890625,248.4058837890625,240.19091796875,236.2042999267578,231.48439025878906,226.60879516601562,220.77655029296875,213.0862274169922,207.49769592285156,201.40744018554688,199.44151306152344,100.7994384765625,323.15301513671875,548.8302001953125,778.86279296875,1013.580810546875,1253.0166015625,1498.310791015625,1749.75927734375,2008.995361328125,2274.201904296875,2548.37548828125,2830.415771484375,3121.27880859375,3731.369384765625,4382.4453125,5083.7734375,5842.48046875,6664.91796875,7559.77734375,8548.5546875,9651.2265625,10258.1484375,10911.1015625,11618.1875,12391.43359375,13238.40625,14187.3125,15279.1171875,16583.43359375,-0.07094275951385498,-0.02847588062286377,-0.0003604888916015625,0.024146080017089844,0.0388031005859375,0.03885459899902344,0.0276947021484375,0.0127410888671875,0.0003604888916015625,-0.013783454895019531,-0.009741783142089844,0.010146141052246094,0.04162883758544922,0.10453033447265625,0.14496898651123047,0.14211463928222656,0.060057640075683594,0.013324737548828125,0.03157234191894531,0.06684589385986328,0.02771282196044922,-0.0023336410522460938,-0.02173614501953125,-0.021718084812164307,-0.016157031059265137,-0.014261722564697266,-0.030450284481048584,-0.03328436613082886,-0.015102505683898926,0.625,0.5,0.375,0.25,0.44999998807907104,0.20000000298023224,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.198401540517807,0.19981975853443146,-7.3016204833984375,-7.70745849609375,-8.508392333984375,-8.911148071289062,-8.992416381835938,-8.486129760742188,-8.4063720703125,-8.00347900390625,-6.9423828125,-6.297119140625,-6.4022674560546875,-6.501012802124023,-6.13563346862793,-4.850778579711914,-4.220357894897461,-4.906317710876465,2.8493804931640625,9.050155639648438,13.502716064453125,16.733169555664062,23.802658081054688,25.864700317382812,24.099136352539062,20.52915382385254,18.855751037597656,19.415790557861328,24.136478424072266,28.249774932861328,24.01628303527832
221425.0,12590729.0,-2172701.9654789115,1973161.843166604,2011-04-01,1,2011,4,295.548828125,293.5596923828125,291.83056640625,290.4469299316406,288.9701843261719,287.27374267578125,285.3751525878906,283.46209716796875,281.5734558105469,280.4100341796875,282.14532470703125,282.4886474609375,281.77490234375,279.259765625,276.4228515625,272.7978515625,268.09423828125,261.69677734375,254.4820098876953,247.3121337890625,238.50341796875,235.0167999267578,230.81251525878906,224.95254516601562,218.29217529296875,213.6174774169922,208.18519592285156,201.82931518554688,199.55088806152344,114.2994384765625,335.15301513671875,559.8302001953125,788.36279296875,1022.580810546875,1262.0166015625,1506.810791015625,1756.25927734375,2011.995361328125,2273.701904296875,2543.87548828125,2825.915771484375,3115.77880859375,3725.369384765625,4377.4453125,5077.7734375,5832.98046875,6651.91796875,7542.77734375,8524.5546875,9621.7265625,10225.1484375,10876.1015625,11579.6875,12343.93359375,13188.90625,14140.8125,15235.6171875,16541.93359375,0.05796349048614502,0.10824286937713623,0.12854576110839844,0.15305233001708984,0.1677093505859375,0.15994834899902344,0.1526947021484375,0.1494598388671875,0.16442298889160156,0.17371654510498047,0.18166446685791016,0.1937398910522461,0.20959758758544922,0.22171783447265625,0.15668773651123047,0.06398963928222656,0.028807640075683594,0.10316848754882812,0.1682910919189453,0.11372089385986328,-0.015255928039550781,-0.0960836410522461,-0.13111114501953125,-0.0959368348121643,-0.03568828105926514,-0.014261722564697266,-0.046075284481048584,-0.05672186613082886,-0.038540005683898926,0.550000011920929,0.5,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.198401540517807,0.19981975853443146,-8.676620483398438,-9.75433349609375,-11.195892333984375,-12.708023071289062,-12.336166381835938,-12.017379760742188,-11.4219970703125,-10.20660400390625,-8.2548828125,-6.593994140625,-5.6835174560546875,-4.813512802124023,-4.12000846862793,-4.553903579711914,-6.907857894897461,-6.781317710876465,-1.6506195068359375,7.9251556396484375,15.377716064453125,15.545669555664062,16.177658081054688,15.895950317382812,15.489761352539062,14.888528823852539,17.215126037597656,20.493915557861328,18.230228424072266,12.296650886535645,12.17253303527832
187810.0,12519747.0,-2157533.736072616,2079301.021956569,2011-04-01,8,2011,4,295.392578125,293.2940673828125,291.50244140625,290.0094299316406,288.3608093261719,286.67999267578125,284.9376525878906,283.14959716796875,281.3547058105469,280.2069091796875,282.61407470703125,282.8636474609375,281.88427734375,279.447265625,276.6728515625,272.8603515625,267.92236328125,261.49365234375,254.2320098876953,247.0152587890625,238.65966796875,234.5949249267578,230.51564025878906,224.26504516601562,218.22967529296875,213.7893524169922,208.09144592285156,201.70431518554688,199.37901306152344,119.2994384765625,340.15301513671875,564.8302001953125,793.36279296875,1026.080810546875,1265.0166015625,1509.310791015625,1757.75927734375,2013.495361328125,2274.701904296875,2544.87548828125,2826.915771484375,3117.27880859375,3726.869384765625,4378.9453125,5079.7734375,5834.98046875,6652.91796875,7542.77734375,8523.0546875,9621.2265625,10224.1484375,10873.6015625,11576.1875,12338.93359375,13184.40625,14136.3125,15230.6171875,16535.93359375,0.05796349048614502,0.10043036937713623,0.13635826110839844,0.16867733001708984,0.1755218505859375,0.15994834899902344,0.1448822021484375,0.1416473388671875,0.16832923889160156,0.21277904510498047,0.24025821685791016,0.2562398910522461,0.2720975875854492,0.26468658447265625,0.18793773651123047,0.11477088928222656,0.0834951400756836,0.14613723754882812,0.2073535919189453,0.07856464385986328,-0.07775592803955078,-0.1078023910522461,-0.09204864501953125,-0.05687433481216431,-0.03178203105926514,-0.045511722564697266,-0.08123153448104858,-0.08406561613082886,-0.054165005683898926,0.6000000238418579,0.5,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.198401540517807,0.19981975853443146,-8.817245483398438,-9.47308349609375,-11.211517333984375,-12.145523071289062,-11.273666381835938,-10.595504760742188,-9.3751220703125,-7.65972900390625,-6.2705078125,-5.593994140625,-5.7460174560546875,-5.266637802124023,-4.71375846862793,-4.991403579711914,-7.439107894897461,-6.750067710876465,-2.0256195068359375,6.6126556396484375,15.127716064453125,16.420669555664062,16.802658081054688,16.005325317382812,15.317886352539062,15.482278823852539,17.933876037597656,19.618915557861328,15.04272747039795,10.593525886535645,10.53190803527832
187869.0,12519749.0,-2180138.1018935186,2058112.8345932749,2011-04-01,8,2011,4,295.486328125,293.3253173828125,291.50244140625,290.0563049316406,288.4701843261719,286.80499267578125,285.0782775878906,283.33709716796875,281.5578308105469,280.1600341796875,282.31719970703125,282.7386474609375,281.85302734375,279.384765625,276.6103515625,272.8603515625,268.00048828125,261.58740234375,254.3413848876953,247.1246337890625,238.58154296875,234.6886749267578,230.56251525878906,224.54629516601562,218.21405029296875,213.7424774169922,208.13832092285156,201.71994018554688,199.44151306152344,117.7994384765625,338.15301513671875,563.3302001953125,791.86279296875,1025.080810546875,1264.0166015625,1507.810791015625,1757.25927734375,2012.995361328125,2274.701904296875,2543.87548828125,2826.415771484375,3116.27880859375,3726.369384765625,4378.4453125,5078.7734375,5833.98046875,6652.41796875,7542.77734375,8523.5546875,9621.7265625,10224.6484375,10874.1015625,11577.1875,12339.93359375,13185.40625,14137.8125,15232.1171875,16537.43359375,0.06968224048614502,0.12386786937713623,0.17151451110839844,0.20383358001708984,0.2028656005859375,0.17557334899902344,0.1448822021484375,0.1338348388671875,0.15270423889160156,0.19715404510498047,0.22853946685791016,0.2484273910522461,0.2642850875854492,0.26078033447265625,0.17621898651123047,0.09523963928222656,0.060057640075683594,0.13441848754882812,0.1995410919189453,0.09418964385986328,-0.05041217803955078,-0.0960836410522461,-0.09986114501953125,-0.0646868348121643,-0.027875781059265137,-0.033792972564697266,-0.07341903448104858,-0.07625311613082886,-0.050258755683898926,0.7250000238418579,0.5,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.198401540517807,0.19981975853443146,-9.129745483398438,-9.70745849609375,-10.883392333984375,-12.458023071289062,-11.758041381835938,-11.173629760742188,-10.2188720703125,-8.73785400390625,-6.9267578125,-5.687744140625,-5.3241424560546875,-4.766637802124023,-4.27625846862793,-4.741403579711914,-7.173482894897461,-6.781317710876465,-1.7443695068359375,7.5970306396484375,15.627716064453125,16.139419555664062,16.490158081054688,16.036575317382812,15.567886352539062,15.294778823852539,17.621376037597656,20.118915557861328,16.792728424072266,11.468525886535645,11.36003303527832
188321.0,12520591.0,-1760278.1627011066,2739851.7419556663,2011-04-01,4,2011,4,294.423828125,292.5909423828125,290.61181640625,288.8531799316406,287.2045593261719,285.38311767578125,283.4845275878906,281.60272216796875,280.8547058105469,282.3787841796875,283.98907470703125,282.7230224609375,281.89990234375,279.634765625,276.3603515625,272.0791015625,266.54736328125,260.24365234375,252.8726348876953,245.0777587890625,237.11279296875,232.9074249267578,228.79689025878906,223.89004516601562,219.08905029296875,212.9924774169922,208.12269592285156,201.39181518554688,198.42588806152344,152.7994384765625,373.15301513671875,596.8302001953125,824.86279296875,1057.080810546875,1294.0166015625,1536.810791015625,1784.25927734375,2037.995361328125,2300.201904296875,2572.87548828125,2855.415771484375,3145.27880859375,3755.369384765625,4407.4453125,5107.2734375,5859.48046875,6672.91796875,7558.27734375,8532.0546875,9620.2265625,10219.1484375,10863.6015625,11562.1875,12327.43359375,13171.40625,14123.3125,15216.1171875,16517.93359375,0.05405724048614502,0.08480536937713623,0.11682701110839844,0.16086483001708984,0.1911468505859375,0.20291709899902344,0.1995697021484375,0.1807098388671875,0.14098548889160156,0.09949779510498047,0.07228946685791016,0.045302391052246094,0.014285087585449219,-0.04390716552734375,-0.08549976348876953,-0.09616661071777344,-0.1000986099243164,-0.10776901245117188,-0.10124015808105469,-0.03862285614013672,0.02380657196044922,0.017197608947753906,-0.05298614501953125,-0.1271868348121643,-0.13725078105926514,-0.12754297256469727,-0.10857528448104858,-0.08015936613082886,-0.046352505683898926,0.44999998807907104,0.25,0.25,0.375,0.25,0.20000000298023224,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.198401540517807,0.19981975853443146,-7.5203704833984375,-8.56683349609375,-9.399017333984375,-9.504898071289062,-8.789291381835938,-8.001754760742188,-7.2344970703125,-6.64410400390625,-6.6298828125,-6.515869140625,-5.3710174560546875,-4.297887802124023,-4.54188346862793,-6.303903579711914,-6.860982894897461,-5.265692710876465,-3.7287445068359375,-3.5123443603515625,-3.622283935546875,-2.2355804443359375,1.3807830810546875,3.8490753173828125,8.271011352539062,12.747903823852539,13.04325008392334,11.040790557861328,10.57397747039795,10.296650886535645,8.56315803527832
221960.0,12592174.0,-1342679.466663277,1770525.4377667648,2011-04-01,13,2011,4,296.392578125,294.4190673828125,292.62744140625,290.6031799316406,288.6420593261719,286.89874267578125,285.0939025878906,283.47772216796875,282.2609558105469,281.9725341796875,282.34844970703125,282.5980224609375,282.05615234375,279.244140625,276.1259765625,272.6728515625,268.28173828125,261.72802734375,254.4663848876953,247.8277587890625,239.06591796875,235.3292999267578,230.87501525878906,225.46817016601562,218.26092529296875,213.4768524169922,208.45082092285156,202.46994018554688,199.70713806152344,109.7994384765625,331.15301513671875,556.3302001953125,785.86279296875,1020.080810546875,1259.0166015625,1503.310791015625,1752.75927734375,2008.995361328125,2272.201904296875,2543.87548828125,2825.415771484375,3116.27880859375,3726.369384765625,4377.4453125,5077.2734375,5833.48046875,6652.41796875,7543.27734375,8526.5546875,9626.7265625,10231.1484375,10882.1015625,11586.6875,12351.43359375,13195.90625,14147.8125,15245.6171875,16555.43359375,-0.03188025951385498,-0.03628838062286377,-0.03161048889160156,0.004614830017089844,0.0348968505859375,0.03494834899902344,0.0394134521484375,0.0635223388671875,0.07457923889160156,0.08387279510498047,0.10744571685791016,0.1273336410522461,0.14319133758544922,0.17093658447265625,0.15278148651123047,0.04836463928222656,-0.021973609924316406,0.001605987548828125,0.008134841918945312,-0.04252910614013672,-0.04650592803955078,-0.045302391052246094,-0.04517364501953125,-0.021718084812164307,0.018999218940734863,0.040425777435302734,0.024237215518951416,-0.005940616130828857,-0.007290005683898926,0.44999998807907104,0.5,0.5,1.0,0.44999998807907104,0.22499999403953552,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.198401540517807,0.19981975853443146,-8.239120483398438,-9.41058349609375,-10.399017333984375,-11.145523071289062,-11.304916381835938,-11.204879760742188,-10.3126220703125,-8.51910400390625,-6.5673828125,-5.047119140625,-4.6366424560546875,-4.860387802124023,-4.26063346862793,-3.507028579711914,-5.532857894897461,-6.718817710876465,-2.0412445068359375,6.4720306396484375,12.799591064453125,14.233169555664062,16.583908081054688,16.849075317382812,15.849136352539062,14.201028823852539,16.949501037597656,21.540790557861328,21.136478424072266,16.249774932861328,15.04753303527832
187897.0,12519741.0,-2208947.521273253,2127543.5706448266,2011-04-01,10,2011,4,295.205078125,293.2940673828125,291.61181640625,289.8844299316406,288.1420593261719,286.39874267578125,284.5626525878906,282.68084716796875,280.7922058105469,280.7694091796875,283.28594970703125,282.9573974609375,281.89990234375,279.572265625,276.7353515625,272.7978515625,267.70361328125,261.25927734375,253.9976348876953,246.8590087890625,238.80029296875,234.4230499267578,230.28126525878906,224.12442016601562,218.32342529296875,213.8049774169922,207.95082092285156,201.75119018554688,199.20713806152344,122.2994384765625,343.65301513671875,567.8302001953125,796.36279296875,1029.080810546875,1267.5166015625,1511.310791015625,1759.75927734375,2014.995361328125,2275.701904296875,2546.87548828125,2828.915771484375,3119.27880859375,3728.869384765625,4380.9453125,5081.7734375,5836.98046875,6653.91796875,7543.27734375,8522.0546875,9621.2265625,10223.6484375,10872.6015625,11574.6875,12336.93359375,13182.90625,14134.3125,15228.6171875,16533.93359375,0.07358849048614502,0.09261786937713623,0.11682701110839844,0.14523983001708984,0.1716156005859375,0.19901084899902344,0.2191009521484375,0.2314910888671875,0.25036048889160156,0.25965404510498047,0.25978946685791016,0.2718648910522461,0.2838163375854492,0.28031158447265625,0.22309398651123047,0.17727088928222656,0.1381826400756836,0.17348098754882812,0.2151660919189453,0.05903339385986328,-0.09728717803955078,-0.0960836410522461,-0.06861114501953125,-0.04124933481216431,-0.05131328105926514,-0.07285547256469727,-0.09295028448104858,-0.08406561613082886,-0.058071255683898926,0.44999998807907104,0.25,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.198401540517807,0.19981975853443146,-8.317245483398438,-9.30120849609375,-11.492767333984375,-11.926773071289062,-11.133041381835938,-10.267379760742188,-8.8594970703125,-7.26910400390625,-6.3642578125,-6.281494140625,-6.6366424560546875,-5.922887802124023,-5.21375846862793,-5.413278579711914,-7.689107894897461,-6.718817710876465,-2.3849945068359375,5.1126556396484375,13.658966064453125,15.655044555664062,16.521408081054688,15.567825317382812,15.239761352539062,15.607278823852539,17.965126037597656,18.884540557861328,13.18335247039795,9.702900886535645,9.78190803527832
221972.0,12592194.0,-805926.3449483464,1348203.2403219484,2011-04-01,0,2011,4,296.814453125,294.9659423828125,293.53369140625,291.9625549316406,290.0639343261719,287.96124267578125,286.0001525878906,285.07147216796875,284.5890808105469,283.9725341796875,283.42657470703125,282.6605224609375,281.64990234375,278.916015625,276.0009765625,273.2978515625,269.39111328125,262.30615234375,255.4976348876953,248.4371337890625,239.67529296875,235.8449249267578,231.28126525878906,226.15567016601562,219.24530029296875,213.0862274169922,207.99769592285156,202.17306518554688,200.01963806152344,100.2994384765625,322.65301513671875,548.3302001953125,778.86279296875,1014.580810546875,1254.5166015625,1499.810791015625,1749.75927734375,2007.995361328125,2273.201904296875,2546.37548828125,2828.415771484375,3119.77880859375,3730.369384765625,4381.4453125,5082.2734375,5840.98046875,6662.91796875,7556.27734375,8543.5546875,9645.7265625,10251.6484375,10904.1015625,11610.1875,12378.93359375,13223.40625,14173.8125,15269.1171875,16578.43359375,-0.09438025951385498,-0.13394463062286377,-0.18786048889160156,-0.21804141998291016,-0.1916656494140625,-0.14083290100097656,-0.0855865478515625,-0.0536651611328125,-0.05823326110839844,-0.06456470489501953,-0.048804283142089844,-0.028916358947753906,-0.01696491241455078,0.00296783447265625,0.04731273651123047,0.06789588928222656,0.056151390075683594,0.013324737548828125,-0.12077140808105469,-0.21440410614013672,-0.17541217803955078,-0.1195211410522461,-0.06861114501953125,-0.029530584812164307,-0.004438281059265137,0.016988277435302734,0.032049715518951416,0.025309383869171143,0.012241244316101074,0.2750000059604645,0.25,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.198401540517807,0.19981975853443146,-5.6609954833984375,-6.83245849609375,-9.211517333984375,-10.114273071289062,-10.258041381835938,-10.251754760742188,-9.9688720703125,-8.94097900390625,-6.5673828125,-4.500244140625,-3.7303924560546875,-3.5166378021240234,-3.0418834686279297,-2.382028579711914,-3.626607894897461,-4.718817710876465,2.4743804931640625,9.128280639648438,14.971466064453125,16.998794555664062,21.083908081054688,22.442825317382812,21.396011352539062,18.52915382385254,18.543251037597656,21.478290557861328,24.683353424072266,25.359149932861328,20.86003303527832
224920.0,12598695.0,-1191689.6639253572,2840160.574886488,2011-04-01,0,2011,4,294.361328125,292.2471923828125,290.42431640625,288.8844299316406,287.4701843261719,285.75811767578125,283.9845275878906,282.24334716796875,281.0734558105469,281.6131591796875,283.78594970703125,282.5667724609375,281.68115234375,279.353515625,276.2041015625,271.9697265625,266.42236328125,260.14990234375,252.7632598876953,244.8746337890625,236.69091796875,232.6574249267578,228.54689025878906,223.85879516601562,218.02655029296875,212.9612274169922,207.77894592285156,201.65744018554688,198.73838806152344,156.7994384765625,377.15301513671875,600.3302001953125,827.86279296875,1060.580810546875,1297.5166015625,1540.810791015625,1789.25927734375,2043.495361328125,2305.201904296875,2576.87548828125,2859.415771484375,3149.27880859375,3758.869384765625,4410.9453125,5110.2734375,5861.98046875,6674.91796875,7560.27734375,8533.5546875,9620.2265625,10218.1484375,10862.1015625,11561.1875,12322.43359375,13165.40625,14116.3125,15208.6171875,16512.93359375,-0.0006302595138549805,0.02621161937713623,0.05432701110839844,0.08273983001708984,0.1091156005859375,0.11307334899902344,0.1019134521484375,0.0752410888671875,0.03551673889160156,-0.0020647048950195312,-0.029273033142089844,-0.044541358947753906,-0.05993366241455078,-0.10640716552734375,-0.13237476348876953,-0.12741661071777344,-0.1313486099243164,-0.14292526245117188,-0.1285839080810547,-0.04643535614013672,0.02771282196044922,0.040635108947753906,0.01732635498046875,-0.017811834812164307,-0.05131328105926514,-0.08066797256469727,-0.08513778448104858,-0.06453436613082886,-0.038540005683898926,1.024999976158142,0.75,0.875,0.25,0.25,0.20000000298023224,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.198401540517807,0.19981975853443146,-8.426620483398438,-9.17620849609375,-9.945892333984375,-10.411148071289062,-9.054916381835938,-7.6580047607421875,-6.4219970703125,-5.73785400390625,-5.8486328125,-5.984619140625,-4.9647674560546875,-4.016637802124023,-4.40125846862793,-6.335153579711914,-6.970357894897461,-5.328192710876465,-4.4943695068359375,-4.1842193603515625,-4.262908935546875,-3.0012054443359375,-0.1817169189453125,3.2397003173828125,9.646011352539062,12.982278823852539,12.98075008392334,12.697040557861328,12.54272747039795,10.999775886535645,8.57878303527832
221417.0,12590719.0,-2212805.3998590065,2108926.9292732268,2011-04-01,6,2011,4,295.330078125,293.3565673828125,291.61181640625,289.9625549316406,288.2826843261719,286.52374267578125,284.6876525878906,282.82147216796875,280.9484558105469,280.4412841796875,283.09844970703125,282.9886474609375,281.89990234375,279.509765625,276.7041015625,272.8291015625,267.82861328125,261.38427734375,254.1070098876953,246.9215087890625,238.73779296875,234.5011749267578,230.40626525878906,224.15567016601562,218.26092529296875,213.8049774169922,208.01332092285156,201.71994018554688,199.30088806152344,120.7994384765625,342.15301513671875,566.3302001953125,794.86279296875,1028.080810546875,1266.5166015625,1510.310791015625,1758.75927734375,2014.495361328125,2275.201904296875,2545.37548828125,2827.915771484375,3118.27880859375,3727.869384765625,4379.9453125,5080.7734375,5835.98046875,6653.91796875,7543.27734375,8522.5546875,9621.2265625,10224.1484375,10873.1015625,11575.1875,12337.43359375,13183.90625,14135.3125,15229.6171875,16534.93359375,0.06577599048614502,0.08871161937713623,0.12073326110839844,0.16086483001708984,0.1833343505859375,0.20291709899902344,0.2112884521484375,0.2236785888671875,0.24645423889160156,0.25965404510498047,0.25978946685791016,0.2679586410522461,0.2799100875854492,0.26859283447265625,0.20356273651123047,0.14992713928222656,0.1147451400756836,0.16957473754882812,0.2229785919189453,0.06684589385986328,-0.09728717803955078,-0.1078023910522461,-0.08423614501953125,-0.05296808481216431,-0.04350078105926514,-0.061136722564697266,-0.08904403448104858,-0.08406561613082886,-0.058071255683898926,0.4749999940395355,0.25,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.198401540517807,0.19981975853443146,-8.817245483398438,-9.47308349609375,-11.211517333984375,-12.145523071289062,-11.273666381835938,-10.595504760742188,-9.3751220703125,-7.65972900390625,-6.2705078125,-5.593994140625,-5.7460174560546875,-5.251012802124023,-4.71375846862793,-4.991403579711914,-7.423482894897461,-6.734442710876465,-2.0256195068359375,6.6126556396484375,15.127716064453125,16.420669555664062,16.787033081054688,16.005325317382812,15.317886352539062,15.466653823852539,17.918251037597656,19.603290557861328,15.04272747039795,10.593525886535645,10.53190803527832
