_uid_,id,longitude,latitude,initialdate,days,year,month,air_level_1000,air_level_975,air_level_950,air_level_925,air_level_900,air_level_875,air_level_850,air_level_825,air_level_800,air_level_775,air_level_750,air_level_725,air_level_700,air_level_650,air_level_600,air_level_550,air_level_500,air_level_450,air_level_400,air_level_350,air_level_300,air_level_275,air_level_250,air_level_225,air_level_200,air_level_175,air_level_150,air_level_125,air_level_100,hgt_level_1000,hgt_level_975,hgt_level_950,hgt_level_925,hgt_level_900,hgt_level_875,hgt_level_850,hgt_level_825,hgt_level_800,hgt_level_775,hgt_level_750,hgt_level_725,hgt_level_700,hgt_level_650,hgt_level_600,hgt_level_550,hgt_level_500,hgt_level_450,hgt_level_400,hgt_level_350,hgt_level_300,hgt_level_275,hgt_level_250,hgt_level_225,hgt_level_200,hgt_level_175,hgt_level_150,hgt_level_125,hgt_level_100,omega_level_1000,omega_level_975,omega_level_950,omega_level_925,omega_level_900,omega_level_875,omega_level_850,omega_level_825,omega_level_800,omega_level_775,omega_level_750,omega_level_725,omega_level_700,omega_level_650,omega_level_600,omega_level_550,omega_level_500,omega_level_450,omega_level_400,omega_level_350,omega_level_300,omega_level_275,omega_level_250,omega_level_225,omega_level_200,omega_level_175,omega_level_150,omega_level_125,omega_level_100,tke_level_1000,tke_level_975,tke_level_950,tke_level_925,tke_level_900,tke_level_875,tke_level_850,tke_level_825,tke_level_800,tke_level_775,tke_level_750,tke_level_725,tke_level_700,tke_level_650,tke_level_600
596824.0,10539191.0,-1535534.0902096962,2510385.1120423214,2009-08-01,0,2009,8,298.012451171875,296.26025390625,294.926513671875,293.527099609375,292.063232421875,290.275634765625,288.568359375,286.8544921875,285.11279296875,284.10302734375,284.51171875,283.6787109375,282.360107421875,279.423095703125,276.199951171875,273.0029296875,268.9877014160156,263.58587646484375,258.20928955078125,251.8489532470703,243.6670684814453,238.82464599609375,233.5550079345703,228.30352783203125,222.4404296875,215.7313690185547,208.68186950683594,200.74343872070312,198.8690643310547,129.73793029785156,353.7964172363281,580.685791015625,812.3955078125,1049.15966796875,1290.431884765625,1538.37939453125,1790.859619140625,2050.68115234375,2315.5693359375,2589.38525390625,2873.248291015625,3164.5439453125,3776.00830078125,4428.080078125,5128.60546875,5886.12109375,6708.6953125,7608.34765625,8606.69140625,9725.984375,10340.70703125,11000.5703125,11713.59765625,12491.2421875,13348.76171875,14306.1640625,15399.72265625,16697.9609375,0.09159344434738159,0.09940594434738159,0.08848738670349121,0.08913040161132812,0.09231376647949219,0.09967994689941406,0.1125345230102539,0.12230300903320312,0.12356281280517578,0.09500312805175781,0.04530811309814453,0.006928443908691406,-0.000263214111328125,0.01859760284423828,0.022884368896484375,0.005539894104003906,-0.01855945587158203,0.000148773193359375,0.028822898864746094,0.051910400390625,0.055275917053222656,0.015961647033691406,-0.03386974334716797,-0.049637794494628906,-0.05496692657470703,-0.045207977294921875,-0.01720905303955078,-0.018376469612121582,-0.031293511390686035,0.30000001192092896,0.20000000298023224,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.14765328168869019,0.19982284307479858
525770.0,10406270.0,-1422862.6298979905,1497986.8501957068,2009-08-01,12,2009,8,297.778076171875,295.94775390625,294.332763671875,292.761474609375,291.125732421875,289.931884765625,289.521484375,288.9638671875,287.78466796875,286.38427734375,284.91796875,283.3818359375,281.813232421875,278.641845703125,275.434326171875,272.9248046875,270.7689514160156,266.64837646484375,260.80303955078125,252.9427032470703,244.4951934814453,239.85589599609375,235.1487579345703,228.78790283203125,221.3779296875,214.2782440185547,206.83811950683594,200.04031372070312,196.4003143310547,104.73793029785156,327.2964172363281,553.685791015625,784.8955078125,1021.15966796875,1262.431884765625,1510.37939453125,1764.359619140625,2026.18115234375,2294.0693359375,2569.88525390625,2853.248291015625,3145.0439453125,3756.50830078125,4407.580078125,5108.10546875,5868.12109375,6699.1953125,7610.34765625,8615.69140625,9739.484375,10356.70703125,11020.0703125,11736.59765625,12513.7421875,13365.76171875,14315.6640625,15401.72265625,16692.4609375,0.04862469434738159,0.021280944347381592,0.03770613670349121,0.10475540161132812,0.1704387664794922,0.18952369689941406,0.1789407730102539,0.14964675903320312,0.13528156280517578,0.1301593780517578,0.13905811309814453,0.1475534439086914,0.15989303588867188,0.17094135284423828,0.15960311889648438,0.1539773941040039,0.17675304412841797,0.19546127319335938,0.1616353988647461,0.012847900390625,-0.06972408294677734,-0.058257102966308594,-0.02215099334716797,0.040205955505371094,0.08956432342529297,0.08369827270507812,0.014040946960449219,-0.03400146961212158,-0.027387261390686035,0.2750000059604645,0.21250000596046448,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.14765328168869019,0.19982284307479858
596776.0,10539095.0,-1554139.3158852465,2759192.362460273,2009-08-01,0,2009,8,297.340576171875,295.43212890625,294.176513671875,292.902099609375,291.438232421875,289.885009765625,288.318359375,286.7138671875,285.09716796875,284.72802734375,285.02734375,284.1474609375,283.047607421875,280.094970703125,276.371826171875,272.2685546875,267.6283264160156,262.11712646484375,257.31866455078125,250.7395782470703,242.6983184814453,237.96527099609375,233.0862579345703,228.13165283203125,222.2998046875,215.5907440185547,209.44749450683594,201.85281372070312,201.2753143310547,134.73793029785156,358.2964172363281,584.185791015625,815.3955078125,1051.65966796875,1292.431884765625,1539.87939453125,1792.359619140625,2051.68115234375,2317.0693359375,2591.38525390625,2875.248291015625,3167.0439453125,3779.50830078125,4432.580078125,5132.10546875,5886.62109375,6703.6953125,7599.84765625,8594.19140625,9708.984375,10321.20703125,10979.0703125,11691.09765625,12468.2421875,13324.26171875,14283.6640625,15382.22265625,16690.9609375,0.09549969434738159,0.1345621943473816,0.1431748867034912,0.15553665161132812,0.1626262664794922,0.15436744689941406,0.1359720230102539,0.12230300903320312,0.10403156280517578,0.07547187805175781,0.04921436309814453,0.042084693908691406,0.050518035888671875,0.05375385284423828,0.030696868896484375,-0.010085105895996094,-0.03027820587158203,-0.003757476806640625,-0.006333351135253906,-0.030120849609375,-0.042380332946777344,-0.038725852966308594,-0.02996349334716797,-0.014481544494628906,-0.004185676574707031,-0.021770477294921875,-0.02502155303955078,-0.018376469612121582,-0.035199761390686035,0.42500001192092896,0.3125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.14765328168869019,0.19982284307479858
525791.0,10406292.0,-1308475.4049829256,1263963.0767605838,2009-08-01,28,2009,8,297.465576171875,295.35400390625,293.582763671875,292.839599609375,291.547607421875,289.994384765625,288.865234375,287.6826171875,286.48779296875,285.27490234375,284.13671875,282.9755859375,281.719482421875,279.032470703125,276.387451171875,273.5029296875,270.1127014160156,266.17962646484375,260.74053955078125,253.4114532470703,244.5264434814453,239.16839599609375,234.2893829345703,228.47540283203125,221.5810546875,214.3407440185547,207.99436950683594,199.93093872070312,196.6190643310547,103.73793029785156,326.2964172363281,552.185791015625,782.8955078125,1018.65966796875,1260.431884765625,1508.37939453125,1761.359619140625,2022.68115234375,2289.5693359375,2564.38525390625,2847.248291015625,3139.0439453125,3750.50830078125,4403.080078125,5106.60546875,5866.62109375,6696.1953125,7605.84765625,8613.19140625,9738.484375,10354.70703125,11015.5703125,11730.09765625,12506.7421875,13358.76171875,14311.6640625,15402.22265625,16690.9609375,0.08768719434738159,0.1736246943473816,0.2447373867034912,0.2531929016113281,0.2095012664794922,0.16217994689941406,0.1281595230102539,0.12230300903320312,0.14309406280517578,0.1731281280517578,0.19765186309814453,0.2061471939086914,0.20286178588867188,0.18656635284423828,0.17132186889648438,0.1227273941040039,0.07909679412841797,0.07436752319335938,0.0678853988647461,0.094879150390625,0.059182167053222656,0.015961647033691406,0.0012865066528320312,0.020674705505371094,0.05050182342529297,0.029010772705078125,-0.03674030303955078,-0.06134521961212158,-0.050824761390686035,0.625,0.2874999940395355,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.14765328168869019,0.19982284307479858
525718.0,10406701.0,-1307576.7185375502,1981271.151394873,2009-08-01,6,2009,8,298.590576171875,296.41650390625,294.629638671875,293.214599609375,291.750732421875,290.416259765625,288.958984375,287.5888671875,286.17529296875,285.14990234375,285.38671875,284.1943359375,282.344482421875,278.798095703125,275.262451171875,273.0498046875,270.6439514160156,265.91400146484375,259.99053955078125,253.1458282470703,244.3701934814453,239.90277099609375,234.4143829345703,228.22540283203125,222.0810546875,214.9032440185547,207.46311950683594,200.61843872070312,197.1190643310547,114.23793029785156,337.2964172363281,564.185791015625,795.8955078125,1032.65966796875,1274.431884765625,1522.87939453125,1775.859619140625,2036.18115234375,2302.5693359375,2577.38525390625,2861.748291015625,3154.0439453125,3766.00830078125,4416.080078125,5115.60546875,5877.12109375,6705.6953125,7613.84765625,8617.69140625,9741.984375,10358.70703125,11021.5703125,11735.59765625,12513.2421875,13367.76171875,14320.6640625,15409.72265625,16704.9609375,0.07206219434738159,0.06034344434738159,0.04942488670349121,0.046161651611328125,0.05715751647949219,0.09967994689941406,0.1672220230102539,0.23558425903320312,0.2798128128051758,0.2668781280517578,0.20937061309814453,0.1436471939086914,0.09348678588867188,0.03422260284423828,0.034603118896484375,0.0797586441040039,0.14550304412841797,0.17202377319335938,0.1655416488647461,0.133941650390625,0.08652591705322266,0.0901803970336914,0.10675525665283203,0.1339559555053711,0.12862682342529297,0.06807327270507812,-0.013302803039550781,-0.03400146961212158,-0.023481011390686035,0.4000000059604645,0.4625000059604645,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.14765328168869019,0.19982284307479858
525781.0,10406284.0,-1384033.219673688,1374442.7484271582,2009-08-01,11,2009,8,297.637451171875,295.43212890625,293.692138671875,292.230224609375,291.297607421875,290.213134765625,289.115234375,288.0107421875,286.89404296875,285.69677734375,284.44921875,283.1318359375,281.797607421875,279.048095703125,276.090576171875,273.2373046875,270.3939514160156,266.33587646484375,260.75616455078125,253.3177032470703,244.4170684814453,239.24652099609375,234.5237579345703,228.47540283203125,221.5654296875,214.3563690185547,207.30686950683594,199.97781372070312,196.5721893310547,104.73793029785156,327.2964172363281,553.685791015625,783.8955078125,1020.15966796875,1261.931884765625,1509.87939453125,1762.859619140625,2024.18115234375,2291.5693359375,2566.38525390625,2849.748291015625,3141.5439453125,3753.00830078125,4405.580078125,5108.10546875,5868.12109375,6698.1953125,7608.34765625,8614.19140625,9739.984375,10356.20703125,11017.5703125,11732.59765625,12509.2421875,13361.76171875,14313.1640625,15400.72265625,16690.9609375,0.1384684443473816,0.2244059443473816,0.2916123867034912,0.3391304016113281,0.3384075164794922,0.32624244689941406,0.3273782730102539,0.3410530090332031,0.3579378128051758,0.3645343780517578,0.36952686309814453,0.3584909439086914,0.3434867858886719,0.2881288528442383,0.22210311889648438,0.1422586441040039,0.09472179412841797,0.10171127319335938,0.1303853988647461,0.137847900390625,0.15293216705322266,0.1292428970336914,0.12238025665283203,0.1378622055053711,0.13643932342529297,0.09541702270507812,0.01794719696044922,-0.026188969612121582,-0.031293511390686035,0.574999988079071,0.4625000059604645,0.2750000059604645,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.14765328168869019,0.19982284307479858
525769.0,10406269.0,-1422515.9180197525,1503797.986307769,2009-08-01,9,2009,8,297.778076171875,295.94775390625,294.332763671875,292.761474609375,291.125732421875,289.931884765625,289.521484375,288.9638671875,287.78466796875,286.38427734375,284.91796875,283.3818359375,281.813232421875,278.641845703125,275.434326171875,272.9248046875,270.7689514160156,266.64837646484375,260.80303955078125,252.9427032470703,244.4951934814453,239.85589599609375,235.1487579345703,228.78790283203125,221.3779296875,214.2782440185547,206.83811950683594,200.04031372070312,196.4003143310547,104.73793029785156,327.2964172363281,553.685791015625,784.8955078125,1021.15966796875,1262.431884765625,1510.37939453125,1764.359619140625,2026.18115234375,2294.0693359375,2569.88525390625,2853.248291015625,3145.0439453125,3756.50830078125,4407.580078125,5108.10546875,5868.12109375,6699.1953125,7610.34765625,8615.69140625,9739.484375,10356.70703125,11020.0703125,11736.59765625,12513.7421875,13365.76171875,14315.6640625,15401.72265625,16692.4609375,0.04862469434738159,0.021280944347381592,0.03770613670349121,0.10475540161132812,0.1704387664794922,0.18952369689941406,0.1789407730102539,0.14964675903320312,0.13528156280517578,0.1301593780517578,0.13905811309814453,0.1475534439086914,0.15989303588867188,0.17094135284423828,0.15960311889648438,0.1539773941040039,0.17675304412841797,0.19546127319335938,0.1616353988647461,0.012847900390625,-0.06972408294677734,-0.058257102966308594,-0.02215099334716797,0.040205955505371094,0.08956432342529297,0.08369827270507812,0.014040946960449219,-0.03400146961212158,-0.027387261390686035,0.2750000059604645,0.21250000596046448,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.14765328168869019,0.19982284307479858
596850.0,10539236.0,-1047203.3740394836,2015863.071595298,2009-08-01,6,2009,8,298.699951171875,296.51025390625,294.676513671875,293.261474609375,291.797607421875,290.416259765625,288.990234375,287.5263671875,286.03466796875,284.96240234375,285.30859375,284.1943359375,282.391357421875,278.876220703125,275.371826171875,273.1748046875,270.6127014160156,265.77337646484375,259.77178955078125,253.1145782470703,244.3858184814453,239.85589599609375,234.2737579345703,228.22540283203125,222.1904296875,214.8876190185547,207.58811950683594,200.69656372070312,197.2128143310547,115.23793029785156,338.2964172363281,565.185791015625,796.8955078125,1033.65966796875,1275.931884765625,1523.87939453125,1776.859619140625,2037.18115234375,2303.5693359375,2577.88525390625,2862.748291015625,3155.0439453125,3766.50830078125,4417.080078125,5116.60546875,5878.12109375,6706.6953125,7613.84765625,8617.19140625,9741.984375,10358.70703125,11021.0703125,11734.59765625,12512.7421875,13367.26171875,14320.6640625,15410.22265625,16705.9609375,0.06034344434738159,0.04862469434738159,0.02989363670349121,0.018817901611328125,0.03372001647949219,0.07624244689941406,0.1476907730102539,0.21995925903320312,0.2720003128051758,0.2668781280517578,0.21327686309814453,0.1514596939086914,0.09739303588867188,0.03031635284423828,0.018978118896484375,0.056321144104003906,0.11425304412841797,0.14077377319335938,0.1421041488647461,0.122222900390625,0.09433841705322266,0.1018991470336914,0.11456775665283203,0.1300497055053711,0.11300182342529297,0.056354522705078125,-0.013302803039550781,-0.026188969612121582,-0.015668511390686035,0.4000000059604645,0.4375,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.14765328168869019,0.19982284307479858
525635.0,10406633.0,-1951406.68230394,2842517.5028156573,2009-08-01,5,2009,8,297.262451171875,295.27587890625,293.832763671875,292.495849609375,291.063232421875,289.635009765625,288.068359375,286.4638671875,284.89404296875,284.85302734375,285.10546875,284.3037109375,283.281982421875,280.282470703125,276.278076171875,271.9716796875,266.8783264160156,261.82025146484375,257.27178955078125,250.7239532470703,242.5108184814453,237.62152099609375,232.8675079345703,227.72540283203125,221.9560546875,215.2469940185547,209.50999450683594,202.61843872070312,202.4315643310547,137.73793029785156,360.7964172363281,587.185791015625,817.8955078125,1053.65966796875,1293.931884765625,1541.37939453125,1793.359619140625,2052.68115234375,2317.5693359375,2592.38525390625,2876.248291015625,3168.5439453125,3781.00830078125,4433.580078125,5133.10546875,5885.62109375,6701.1953125,7596.84765625,8591.19140625,9705.484375,10317.70703125,10974.0703125,11685.09765625,12461.2421875,13315.76171875,14274.1640625,15375.22265625,16690.4609375,0.04862469434738159,0.07206219434738159,0.09629988670349121,0.12428665161132812,0.1352825164794922,0.12702369689941406,0.1125345230102539,0.11058425903320312,0.10793781280517578,0.10672187805175781,0.10780811309814453,0.1163034439086914,0.12083053588867188,0.10844135284423828,0.054134368896484375,-0.017897605895996094,-0.03809070587158203,-0.038913726806640625,-0.045395851135253906,-0.030120849609375,-0.011130332946777344,-0.0035696029663085938,0.009099006652832031,0.020674705505371094,0.01925182342529297,-0.010051727294921875,-0.02892780303955078,-0.03400146961212158,-0.039106011390686035,0.4000000059604645,0.3499999940395355,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.14765328168869019,0.19982284307479858
663506.0,10406677.0,-2134623.0378045053,2564681.562736018,2009-08-01,21,2009,8,297.824951171875,296.13525390625,294.957763671875,293.652099609375,291.938232421875,290.291259765625,288.583984375,286.8544921875,285.12841796875,284.13427734375,284.41796875,283.6318359375,282.406982421875,279.548095703125,276.262451171875,272.8466796875,268.6595764160156,263.21087646484375,257.94366455078125,251.4895782470703,243.4014434814453,238.62152099609375,233.4300079345703,228.24102783203125,222.4091796875,216.0282440185547,209.05686950683594,200.99343872070312,199.0565643310547,130.73793029785156,354.7964172363281,581.685791015625,813.3955078125,1050.65966796875,1291.931884765625,1539.37939453125,1792.359619140625,2051.68115234375,2317.0693359375,2590.88525390625,2874.248291015625,3165.5439453125,3777.00830078125,4429.580078125,5130.10546875,5886.62109375,6707.6953125,7606.34765625,8603.69140625,9721.484375,10335.70703125,10995.0703125,11707.59765625,12484.7421875,13342.76171875,14302.1640625,15397.22265625,16696.9609375,0.11893719434738159,0.11893719434738159,0.09239363670349121,0.07741165161132812,0.07278251647949219,0.07624244689941406,0.0851907730102539,0.09105300903320312,0.08059406280517578,0.05984687805175781,0.02187061309814453,-0.0008840560913085938,-0.000263214111328125,0.02250385284423828,0.022884368896484375,0.005539894104003906,-0.01855945587158203,0.007961273193359375,0.024916648864746094,0.028472900390625,0.016213417053222656,-0.019194602966308594,-0.06511974334716797,-0.0887002944946289,-0.10184192657470703,-0.08817672729492188,-0.02892780303955078,-0.014470219612121582,-0.027387261390686035,0.2750000059604645,0.21250000596046448,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.14765328168869019,0.19982284307479858
